Cruise,Event,Net,ID,Species Code,Species Name,SL,W
JR200,142,2,3,KRA,Krefftichthys anderssoni,18,
JR200,142,2,4,KRA,Krefftichthys anderssoni,21,
JR200,142,2,5,KRA,Krefftichthys anderssoni,20,
JR200,142,2,6,KRA,Krefftichthys anderssoni,21,
JR200,142,2,7,KRA,Krefftichthys anderssoni,28,
JR200,142,2,8,KRA,Krefftichthys anderssoni,27,
JR200,142,2,9,KRA,Krefftichthys anderssoni,28,
JR200,142,2,10,KRA,Krefftichthys anderssoni,25,
JR200,142,2,11,KRA,Krefftichthys anderssoni,27,
JR200,142,2,12,KRA,Krefftichthys anderssoni,22,
JR200,142,2,13,YTX,Cyclothone sp.,38,
JR200,142,2,14,YTX,Cyclothone sp.,44,
JR200,142,2,15,YTX,Cyclothone sp.,37,
JR200,142,2,16,YTX,Cyclothone sp.,34,
JR200,142,2,17,YTX,Cyclothone sp.,34,
JR200,142,2,18,YTX,Cyclothone sp.,30,
JR200,142,2,19,YTX,Cyclothone sp.,30,
JR200,142,2,20,YTX,Cyclothone sp.,41,
JR200,142,2,21,YTX,Cyclothone sp.,45,
JR200,142,2,22,YTX,Cyclothone sp.,39,
JR200,142,2,23,YTX,Cyclothone sp.,41,
JR200,142,2,24,YTX,Cyclothone sp.,40,
JR200,142,2,25,YTX,Cyclothone sp.,39,
JR200,142,2,26,YTX,Cyclothone sp.,31,
JR200,142,2,28,YTX,Cyclothone sp.,34,
JR200,142,2,29,YTX,Cyclothone sp.,39,
JR200,142,2,30,YTX,Cyclothone sp.,40,
JR200,142,2,31,YTX,Cyclothone sp.,42,
JR200,142,2,32,YTX,Cyclothone sp.,40,
JR200,142,2,33,NEM,Nemichthys curvirostris,607,
JR200,142,2,34,BAX,Bathylagus sp.,77,
JR200,142,2,35,BAX,Bathylagus sp.,123,
JR200,142,2,36,BAX,Bathylagus sp.,31,
JR200,142,2,37,LAC,Lampanyctus achirus,131,
JR200,142,2,38,LAC,Lampanyctus achirus,131,
JR200,142,2,39,LAC,Lampanyctus achirus,119,
JR200,142,2,40,LAC,Lampanyctus achirus,139,
JR200,142,2,41,LAC,Lampanyctus achirus,121,
JR200,142,2,42,BOA,Borostomias antarcticus,200,
JR200,142,2,43,GYR,Gymnoscopelus braueri,107,
JR200,142,2,44,PRY,Protomyctophum choriodon,69,
JR200,142,2,45,NSZ,Nansenia antarctica,95,
JR200,142,2,46,ELN,Electrona antarctica,49,
JR200,142,2,47,ELN,Electrona antarctica,55,
JR200,184,1,1,GYR,Gymnoscopelus braueri,113,
JR200,184,1,2,GYR,Gymnoscopelus braueri,110,
JR200,184,1,3,GYR,Gymnoscopelus braueri,96,
JR200,184,1,4,GYR,Gymnoscopelus braueri,96,
JR200,184,1,5,GYR,Gymnoscopelus braueri,89,
JR200,184,1,6,GYR,Gymnoscopelus braueri,78,
JR200,184,1,7,GYF,Gymnoscopelus fraseri,77,
JR200,184,1,8,GYF,Gymnoscopelus fraseri,77,
JR200,184,1,9,GYF,Gymnoscopelus fraseri,67,
JR200,184,1,10,GYF,Gymnoscopelus fraseri,76,
JR200,184,1,11,GYF,Gymnoscopelus fraseri,76,
JR200,184,1,12,GYF,Gymnoscopelus fraseri,68,
JR200,184,1,13,GYF,Gymnoscopelus fraseri,67,
JR200,184,1,14,GYF,Gymnoscopelus fraseri,80,
JR200,184,1,15,GYF,Gymnoscopelus fraseri,81,
JR200,184,1,16,GYF,Gymnoscopelus fraseri,77,
JR200,184,1,17,PRM,Protomyctophum bolini,43,
JR200,184,1,18,PRM,Protomyctophum bolini,46,
JR200,184,1,19,PRM,Protomyctophum bolini,42,
JR200,184,1,20,PRM,Protomyctophum bolini,44,
JR200,184,1,21,PRM,Protomyctophum bolini,42,
JR200,184,1,22,PRM,Protomyctophum bolini,36,
JR200,184,1,23,PRM,Protomyctophum bolini,46,
JR200,184,1,24,PRM,Protomyctophum bolini,38,
JR200,184,1,25,PRM,Protomyctophum bolini,45,
JR200,184,1,26,PRM,Protomyctophum bolini,36,
JR200,184,1,27,PRM,Protomyctophum bolini,39,
JR200,184,1,28,PRM,Protomyctophum bolini,51,
JR200,184,1,29,BAX,Bathylagus sp.,105,
JR200,184,1,30,BAX,Bathylagus sp.,105,
JR200,184,1,31,ELC,Electrona carlsbergi,74,
JR200,184,1,32,KRA,Krefftichthys anderssoni,56,
JR200,184,1,33,KRA,Krefftichthys anderssoni,24,
JR200,184,1,34,KRA,Krefftichthys anderssoni,44,
JR200,184,1,35,ELN,Electrona antarctica,79,
JR200,184,1,36,ELN,Electrona antarctica,93,
JR200,184,1,37,ELN,Electrona antarctica,75,
JR200,184,1,38,NOE,Notolepis sp.,59,
JR200,184,1,39,NOE,Notolepis sp.,60,
JR200,184,1,40,YTX,Cyclothone sp.,42,
JR200,184,1,41,YTX,Cyclothone sp.,42,
JR200,184,1,42,KRA,Krefftichthys anderssoni,16,
JR200,184,1,43,KRA,Krefftichthys anderssoni,19,
JR200,184,1,44,KRA,Krefftichthys anderssoni,14,
JR200,184,1,45,KRA,Krefftichthys anderssoni,15,
JR200,184,2,1,PDG,Paradiplospinus gracilis,277,
JR200,184,2,2,ELN,Electrona antarctica,67,
JR200,184,2,3,ELN,Electrona antarctica,66,
JR200,184,2,4,ELN,Electrona antarctica,37,
JR200,184,2,5,ELN,Electrona antarctica,32,
JR200,184,2,6,ELN,Electrona antarctica,45,
JR200,184,2,7,ELN,Electrona antarctica,43,
JR200,184,2,8,ELN,Electrona antarctica,43,
JR200,184,2,9,ELN,Electrona antarctica,56,
JR200,184,2,10,ELN,Electrona antarctica,65,
JR200,184,2,11,MOX,Muraenolepis sp.,53,
JR200,184,2,12,MOX,Muraenolepis sp.,47,
JR200,184,2,13,KRA,Krefftichthys anderssoni,19,
JR200,184,2,14,PRY,Protomyctophum choriodon,65,
JR200,184,2,15,PRY,Protomyctophum choriodon,66,
JR200,184,2,16,BAX,Bathylagus sp.,83,
JR200,184,2,17,BAX,Bathylagus sp.,71,
JR200,184,2,18,GYF,Gymnoscopelus fraseri,65,
JR200,184,2,19,GYF,Gymnoscopelus fraseri,75,
JR200,184,2,20,GYF,Gymnoscopelus fraseri,68,
JR200,184,2,21,GYF,Gymnoscopelus fraseri,67,
JR200,184,2,22,GYF,Gymnoscopelus fraseri,72,
JR200,184,2,23,GYF,Gymnoscopelus fraseri,64,
JR200,184,2,24,GYF,Gymnoscopelus fraseri,82,
JR200,184,2,25,GYF,Gymnoscopelus fraseri,75,
JR200,184,2,26,GYF,Gymnoscopelus fraseri,71,
JR200,184,2,27,GYR,Gymnoscopelus braueri,111,
JR200,184,2,28,GYR,Gymnoscopelus braueri,109,
JR200,184,2,29,GYR,Gymnoscopelus braueri,107,
JR200,184,2,30,GYR,Gymnoscopelus braueri,39,
JR200,184,2,31,GYR,Gymnoscopelus braueri,65,
JR200,184,2,32,GYR,Gymnoscopelus braueri,66,
JR200,184,2,33,GYR,Gymnoscopelus braueri,69,
JR200,184,2,34,GYR,Gymnoscopelus braueri,66,
JR200,184,2,35,GYR,Gymnoscopelus braueri,53,
JR200,184,2,36,GYR,Gymnoscopelus braueri,38,
JR200,184,2,37,GYR,Gymnoscopelus braueri,84,
JR200,184,2,38,GYR,Gymnoscopelus braueri,67,
JR200,184,2,39,GYR,Gymnoscopelus braueri,41,
JR200,184,2,40,GYR,Gymnoscopelus braueri,54,
JR200,184,2,41,GYR,Gymnoscopelus braueri,41,
JR200,184,2,42,YTX,Cyclothone sp.,49,
JR200,184,2,43,PRE,Protomyctophum tenisoni,40,
JR200,184,2,44,PRE,Protomyctophum tenisoni,41,
JR200,184,2,45,PRE,Protomyctophum tenisoni,40,
JR200,184,2,46,PRE,Protomyctophum tenisoni,40,
JR200,184,2,47,PRE,Protomyctophum tenisoni,42,
JR200,184,2,48,PRE,Protomyctophum tenisoni,40,
JR200,184,2,49,PRE,Protomyctophum tenisoni,39,
JR200,184,2,50,PRE,Protomyctophum tenisoni,41,
JR200,184,2,51,PRE,Protomyctophum tenisoni,41,
JR200,184,2,52,PRE,Protomyctophum tenisoni,40,
JR200,184,2,53,PRE,Protomyctophum tenisoni,41,
JR200,184,2,54,PRE,Protomyctophum tenisoni,42,
JR200,184,2,55,PRE,Protomyctophum tenisoni,40,
JR200,184,2,56,PRE,Protomyctophum tenisoni,43,
JR200,184,2,57,PRE,Protomyctophum tenisoni,40,
JR200,184,2,58,PRE,Protomyctophum tenisoni,43,
JR200,184,2,59,PRE,Protomyctophum tenisoni,54,
JR200,184,2,60,PRE,Protomyctophum tenisoni,42,
JR200,184,2,61,PRE,Protomyctophum tenisoni,41,
JR200,184,2,62,PRE,Protomyctophum tenisoni,38,
JR200,184,2,63,PRE,Protomyctophum tenisoni,41,
JR200,184,2,64,PRE,Protomyctophum tenisoni,41,
JR200,184,2,65,PRE,Protomyctophum tenisoni,42,
JR200,184,2,66,PRE,Protomyctophum tenisoni,41,
JR200,184,2,67,PRE,Protomyctophum tenisoni,44,
JR200,184,2,68,PRE,Protomyctophum tenisoni,40,
JR200,184,2,69,PRE,Protomyctophum tenisoni,40,
JR200,184,2,70,PRE,Protomyctophum tenisoni,39,
JR200,184,2,71,PRE,Protomyctophum tenisoni,43,
JR200,184,2,72,PRE,Protomyctophum tenisoni,39,
JR200,184,2,73,PRE,Protomyctophum tenisoni,42,
JR200,184,2,74,PRE,Protomyctophum tenisoni,42,
JR200,184,2,75,PRE,Protomyctophum tenisoni,43,
JR200,184,2,76,PRE,Protomyctophum tenisoni,40,
JR200,184,2,77,PRE,Protomyctophum tenisoni,43,
JR200,184,2,78,PRE,Protomyctophum tenisoni,31,
JR200,184,2,79,PRE,Protomyctophum tenisoni,41,
JR200,184,2,80,PRE,Protomyctophum tenisoni,41,
JR200,184,2,81,PRE,Protomyctophum tenisoni,40,
JR200,184,2,82,PRE,Protomyctophum tenisoni,39,
JR200,184,2,83,PRE,Protomyctophum tenisoni,40,
JR200,184,2,84,PRE,Protomyctophum tenisoni,43,
JR200,184,2,85,PRE,Protomyctophum tenisoni,35,
JR200,184,2,86,PRE,Protomyctophum tenisoni,38,
JR200,184,2,87,PRE,Protomyctophum tenisoni,42,
JR200,184,2,88,PRE,Protomyctophum tenisoni,39,
JR200,184,2,89,PRE,Protomyctophum tenisoni,40,
JR200,184,2,90,PRE,Protomyctophum tenisoni,41,
JR200,184,2,91,PRE,Protomyctophum tenisoni,36,
JR200,184,2,92,PRE,Protomyctophum tenisoni,41,
JR200,184,2,93,PRE,Protomyctophum tenisoni,40,
JR200,184,2,94,PRE,Protomyctophum tenisoni,43,
JR200,184,2,95,PRE,Protomyctophum tenisoni,39,
JR200,184,2,96,PRE,Protomyctophum tenisoni,38,
JR200,184,2,97,PRE,Protomyctophum tenisoni,43,
JR200,184,2,98,PRM,Protomyctophum bolini,38,
JR200,185,1,1,PMC,Poromitra crassiceps,70,
JR200,185,1,2,PMC,Poromitra crassiceps,75,
JR200,185,1,3,BAX,Bathylagus sp.,98,
JR200,185,1,4,LAC,Lampanyctus achirus,123,
JR200,185,1,5,LAC,Lampanyctus achirus,104,
JR200,185,1,6,KRA,Krefftichthys anderssoni,67,
JR200,185,1,7,KRA,Krefftichthys anderssoni,45,
JR200,185,1,8,KRA,Krefftichthys anderssoni,47,
JR200,185,1,9,KRA,Krefftichthys anderssoni,53,
JR200,185,1,10,KRA,Krefftichthys anderssoni,56,
JR200,185,1,11,KRA,Krefftichthys anderssoni,56,
JR200,185,1,12,KRA,Krefftichthys anderssoni,53,
JR200,185,1,13,KRA,Krefftichthys anderssoni,44,
JR200,185,1,14,KRA,Krefftichthys anderssoni,53,
JR200,185,1,15,KRA,Krefftichthys anderssoni,45,
JR200,185,1,16,KRA,Krefftichthys anderssoni,47,
JR200,185,1,17,KRA,Krefftichthys anderssoni,43,
JR200,185,1,18,KRA,Krefftichthys anderssoni,38,
JR200,185,1,19,KRA,Krefftichthys anderssoni,46,
JR200,185,1,20,KRA,Krefftichthys anderssoni,42,
JR200,185,1,21,KRA,Krefftichthys anderssoni,41,
JR200,185,1,22,KRA,Krefftichthys anderssoni,43,
JR200,185,1,23,KRA,Krefftichthys anderssoni,38,
JR200,185,1,24,KRA,Krefftichthys anderssoni,44,
JR200,185,1,25,GYR,Gymnoscopelus braueri,73,
JR200,185,1,26,ELN,Electrona antarctica,94,
JR200,185,1,27,ELN,Electrona antarctica,90,
JR200,185,1,28,YTX,Cyclothone sp.,41,
JR200,185,1,29,YTX,Cyclothone sp.,32,
JR200,185,1,30,YTX,Cyclothone sp.,37,
JR200,185,1,31,YTX,Cyclothone sp.,46,
JR200,185,1,32,YTX,Cyclothone sp.,46,
JR200,185,1,33,YTX,Cyclothone sp.,47,
JR200,185,1,34,YTX,Cyclothone sp.,43,
JR200,185,1,35,YTX,Cyclothone sp.,43,
JR200,185,1,36,YTX,Cyclothone sp.,39,
JR200,185,1,37,YTX,Cyclothone sp.,37,
JR200,185,1,38,YTX,Cyclothone sp.,49,
JR200,185,1,39,YTX,Cyclothone sp.,42,
JR200,185,1,40,NOE,Notolepis sp.,47,
JR200,185,2,1,KRA,Krefftichthys anderssoni,48,
JR200,185,2,2,KRA,Krefftichthys anderssoni,41,
JR200,185,2,3,KRA,Krefftichthys anderssoni,47,
JR200,185,2,4,KRA,Krefftichthys anderssoni,44,
JR200,185,2,5,KRA,Krefftichthys anderssoni,45,
JR200,185,2,6,KRA,Krefftichthys anderssoni,43,
JR200,185,2,7,KRA,Krefftichthys anderssoni,46,
JR200,185,2,8,KRA,Krefftichthys anderssoni,43,
JR200,185,2,9,KRA,Krefftichthys anderssoni,62,
JR200,185,2,10,KRA,Krefftichthys anderssoni,45,
JR200,185,2,11,KRA,Krefftichthys anderssoni,37,
JR200,185,2,12,KRA,Krefftichthys anderssoni,64,
JR200,185,2,13,KRA,Krefftichthys anderssoni,40,
JR200,185,2,14,KRA,Krefftichthys anderssoni,36,
JR200,185,2,15,KRA,Krefftichthys anderssoni,39,
JR200,185,2,16,KRA,Krefftichthys anderssoni,42,
JR200,185,2,17,KRA,Krefftichthys anderssoni,48,
JR200,185,2,18,KRA,Krefftichthys anderssoni,52,
JR200,185,2,19,KRA,Krefftichthys anderssoni,46,
JR200,185,2,20,KRA,Krefftichthys anderssoni,55,
JR200,185,2,21,KRA,Krefftichthys anderssoni,23,
JR200,185,2,22,KRA,Krefftichthys anderssoni,25,
JR200,185,2,23,KRA,Krefftichthys anderssoni,42,
JR200,185,2,24,KRA,Krefftichthys anderssoni,42,
JR200,185,2,25,KRA,Krefftichthys anderssoni,42,
JR200,185,2,26,BAX,Bathylagus sp.,42,
JR200,185,2,27,BAX,Bathylagus sp.,127,
JR200,185,2,28,BEM,Benthalbella macropinna,149,
JR200,185,2,29,GYR,Gymnoscopelus braueri,98,
JR200,185,2,30,GYR,Gymnoscopelus braueri,71,
JR200,185,2,31,GYR,Gymnoscopelus braueri,81,
JR200,185,2,32,GYR,Gymnoscopelus braueri,94,
JR200,185,2,34,NOE,Notolepis sp.,80,
JR200,185,2,35,NOE,Notolepis sp.,63,
JR200,185,2,36,GYF,Gymnoscopelus fraseri,67,
JR200,185,2,37,ELN,Electrona antarctica,63,
JR200,185,2,38,ELN,Electrona antarctica,53,
JR200,185,2,39,ELN,Electrona antarctica,71,
JR200,185,2,40,ELN,Electrona antarctica,45,
JR200,185,2,41,ELN,Electrona antarctica,52,
JR200,185,2,42,ELN,Electrona antarctica,58,
JR200,185,2,43,ELN,Electrona antarctica,58,
JR200,185,2,44,ELN,Electrona antarctica,60,
JR200,185,2,45,ELN,Electrona antarctica,57,
JR200,185,2,46,ELN,Electrona antarctica,61,
JR200,185,2,47,ELN,Electrona antarctica,80,
JR200,185,2,48,YTX,Cyclothone sp.,45,
JR200,185,2,49,YTX,Cyclothone sp.,37,
JR200,185,2,50,YTX,Cyclothone sp.,42,
JR200,185,2,51,YTX,Cyclothone sp.,43,
JR200,185,2,52,YTX,Cyclothone sp.,38,
JR200,185,2,53,YTX,Cyclothone sp.,36,
JR200,185,2,54,YTX,Cyclothone sp.,34,
JR200,185,2,55,YTX,Cyclothone sp.,45,
JR200,185,2,56,YTX,Cyclothone sp.,43,
JR200,185,2,57,YTX,Cyclothone sp.,41,
JR200,185,2,58,YTX,Cyclothone sp.,44,
JR200,185,2,59,YTX,Cyclothone sp.,48,
JR200,225,1,1,BEM,Benthalbella macropinna,159,
JR200,225,1,2,BOA,Borostomias antarcticus,132,
JR200,225,1,3,NOE,Notolepis sp.,127,
JR200,225,1,4,BAX,Bathylagus sp.,34,
JR200,225,1,5,BAX,Bathylagus sp.,64,
JR200,225,1,6,BAX,Bathylagus sp.,153,
JR200,225,1,7,BAX,Bathylagus sp.,141,
JR200,225,1,8,BAX,Bathylagus sp.,129,
JR200,225,1,9,GRX,Macrouridae sp.,79,
JR200,225,1,10,YTX,Cyclothone sp.,82,
JR200,225,1,11,YTX,Cyclothone sp.,93,
JR200,225,1,12,YTX,Cyclothone sp.,42,
JR200,225,1,13,YTX,Cyclothone sp.,42,
JR200,225,1,14,YTX,Cyclothone sp.,44,
JR200,225,1,15,YTX,Cyclothone sp.,38,
JR200,225,1,17,YTX,Cyclothone sp.,39,
JR200,225,1,19,YTX,Cyclothone sp.,43,
JR200,225,1,20,YTX,Cyclothone sp.,40,
JR200,225,1,21,ELN,Electrona antarctica,105,
JR200,225,1,22,ELN,Electrona antarctica,76,
JR200,225,1,23,ELN,Electrona antarctica,47,
JR200,225,1,24,LAC,Lampanyctus achirus,126,
JR200,225,1,25,PMC,Poromitra crassiceps,105,
JR200,225,1,26,PMC,Poromitra crassiceps,80,
JR200,225,1,27,PMC,Poromitra crassiceps,40,
JR200,225,1,28,PMC,Poromitra crassiceps,43,
JR200,225,1,29,PMC,Poromitra crassiceps,95,
JR200,225,1,30,NOE,Notolepis sp.,82,
JR200,225,1,31,KRA,Krefftichthys anderssoni,55,
JR200,225,1,32,KRA,Krefftichthys anderssoni,65,
JR200,225,1,33,KRA,Krefftichthys anderssoni,62,
JR200,225,1,34,KRA,Krefftichthys anderssoni,41,
JR200,225,1,35,KRA,Krefftichthys anderssoni,52,
JR200,225,1,36,KRA,Krefftichthys anderssoni,40,
JR200,225,1,37,KRA,Krefftichthys anderssoni,45,
JR200,225,1,38,KRA,Krefftichthys anderssoni,47,
JR200,225,1,39,KRA,Krefftichthys anderssoni,65,
JR200,225,1,40,KRA,Krefftichthys anderssoni,59,
JR200,225,1,41,KRA,Krefftichthys anderssoni,68,
JR200,225,1,42,KRA,Krefftichthys anderssoni,49,
JR200,225,1,43,KRA,Krefftichthys anderssoni,64,
JR200,225,1,44,KRA,Krefftichthys anderssoni,39,
JR200,225,1,45,KRA,Krefftichthys anderssoni,42,
JR200,225,1,46,KRA,Krefftichthys anderssoni,65,
JR200,225,1,47,KRA,Krefftichthys anderssoni,63,
JR200,225,1,48,KRA,Krefftichthys anderssoni,45,
JR200,225,1,49,KRA,Krefftichthys anderssoni,67,
JR200,225,1,50,KRA,Krefftichthys anderssoni,59,
JR200,225,1,51,KRA,Krefftichthys anderssoni,44,
JR200,225,1,52,KRA,Krefftichthys anderssoni,41,
JR200,225,1,53,KRA,Krefftichthys anderssoni,40,
JR200,225,1,54,KRA,Krefftichthys anderssoni,47,
JR200,225,1,55,KRA,Krefftichthys anderssoni,46,
JR200,225,1,56,KRA,Krefftichthys anderssoni,37,
JR200,225,1,57,KRA,Krefftichthys anderssoni,54,
JR200,225,1,58,KRA,Krefftichthys anderssoni,46,
JR200,225,1,59,KRA,Krefftichthys anderssoni,32,
JR200,225,1,60,KRA,Krefftichthys anderssoni,43,
JR200,225,1,61,KRA,Krefftichthys anderssoni,44,
JR200,225,1,62,KRA,Krefftichthys anderssoni,20,
JR200,225,2,1,ELN,Electrona antarctica,42,
JR200,225,2,2,ELN,Electrona antarctica,98,
JR200,225,2,3,ELN,Electrona antarctica,83,
JR200,225,2,4,ELN,Electrona antarctica,101,
JR200,225,2,5,GYR,Gymnoscopelus braueri,117,
JR200,225,2,6,GYR,Gymnoscopelus braueri,80,
JR200,225,2,7,GYR,Gymnoscopelus braueri,80,
JR200,225,2,8,LAC,Lampanyctus achirus,133,
JR200,225,2,9,LAC,Lampanyctus achirus,136,
JR200,225,2,10,NSZ,Nansenia antarctica,144,
JR200,225,2,11,PRP,Protomyctophum parallelum,44,
JR200,225,2,12,YTX,Cyclothone sp.,39,
JR200,225,2,13,YTX,Cyclothone sp.,44,
JR200,225,2,14,YTX,Cyclothone sp.,44,
JR200,225,2,15,YTX,Cyclothone sp.,31,
JR200,225,2,16,SBX,Stomias sp.,225,
JR200,225,2,17,BAX,Bathylagus sp.,136,
JR200,225,2,18,BAX,Bathylagus sp.,88,
JR200,225,2,19,BAX,Bathylagus sp.,32,
JR200,225,2,20,BAX,Bathylagus sp.,59,
JR200,225,2,21,BAX,Bathylagus sp.,40,
JR200,225,2,22,BAX,Bathylagus sp.,28,
JR200,225,2,23,BAX,Bathylagus sp.,30,
JR200,225,2,24,BAX,Bathylagus sp.,35,
JR200,225,2,25,BAX,Bathylagus sp.,37,
JR200,225,2,26,BAX,Bathylagus sp.,30,
JR200,225,2,27,BAX,Bathylagus sp.,35,
JR200,225,2,28,BAX,Bathylagus sp.,33,
JR200,225,2,29,BAX,Bathylagus sp.,31,
JR200,225,2,30,BAX,Bathylagus sp.,33,
JR200,225,2,31,NOE,Notolepis sp.,78,
JR200,225,2,32,ELC,Electrona carlsbergi,83,
JR200,225,2,34,KRA,Krefftichthys anderssoni,48,
JR200,225,2,35,KRA,Krefftichthys anderssoni,49,
JR200,225,2,36,KRA,Krefftichthys anderssoni,43,
JR200,225,2,37,KRA,Krefftichthys anderssoni,39,
JR200,225,2,38,KRA,Krefftichthys anderssoni,42,
JR200,225,2,39,KRA,Krefftichthys anderssoni,40,
JR200,225,2,40,KRA,Krefftichthys anderssoni,45,
JR200,225,2,41,OST,Fish sp.,25,
JR200,225,2,42,KRA,Krefftichthys anderssoni,21,
JR200,225,2,43,KRA,Krefftichthys anderssoni,23,
JR200,225,2,44,KRA,Krefftichthys anderssoni,24,
JR200,225,2,45,KRA,Krefftichthys anderssoni,20,
JR200,225,2,46,KRA,Krefftichthys anderssoni,20,
JR200,225,2,47,KRA,Krefftichthys anderssoni,22,
JR200,225,2,49,KRA,Krefftichthys anderssoni,20,
JR200,225,2,50,KRA,Krefftichthys anderssoni,20,
JR200,225,2,51,KRA,Krefftichthys anderssoni,21,
JR200,225,2,52,KRA,Krefftichthys anderssoni,20,
JR200,225,2,53,KRA,Krefftichthys anderssoni,20,
JR200,225,2,54,KRA,Krefftichthys anderssoni,17,
JR200,225,2,55,KRA,Krefftichthys anderssoni,17,
JR200,225,2,56,KRA,Krefftichthys anderssoni,20,
JR200,225,2,58,KRA,Krefftichthys anderssoni,18,
JR200,225,2,70,KRA,Krefftichthys anderssoni,19,
JR200,225,2,71,KRA,Krefftichthys anderssoni,20,
JR200,225,2,73,KRA,Krefftichthys anderssoni,21,
JR200,225,2,74,KRA,Krefftichthys anderssoni,15,
JR200,225,2,75,KRA,Krefftichthys anderssoni,26,
JR200,225,2,76,KRA,Krefftichthys anderssoni,19,
JR200,225,2,77,KRA,Krefftichthys anderssoni,26,
JR200,225,2,78,KRA,Krefftichthys anderssoni,20,
JR200,225,2,79,LAS,Lampadena sp.,123,
JR200,226,1,1,GYR,Gymnoscopelus braueri,113,
JR200,226,1,2,GYR,Gymnoscopelus braueri,48,
JR200,226,1,3,GYR,Gymnoscopelus braueri,64,
JR200,226,1,4,GYR,Gymnoscopelus braueri,48,
JR200,226,1,5,GYR,Gymnoscopelus braueri,60,
JR200,226,1,6,GYR,Gymnoscopelus braueri,71,
JR200,226,1,7,GYR,Gymnoscopelus braueri,46,
JR200,226,1,8,ELS,Electrona subaspera,119,
JR200,226,1,9,GYF,Gymnoscopelus fraseri,72,
JR200,226,1,10,GYF,Gymnoscopelus fraseri,66,
JR200,226,1,11,ELN,Electrona antarctica,79,
JR200,226,1,12,ELN,Electrona antarctica,31,
JR200,226,1,13,ELN,Electrona antarctica,83,
JR200,226,1,14,KRA,Krefftichthys anderssoni,19,
JR200,226,1,15,KRA,Krefftichthys anderssoni,46,
JR200,226,1,16,PRA,Protomyctophum andriashevi,53,
JR200,226,1,17,SBG,Stomias gracilis,222,
JR200,226,1,18,PRM,Protomyctophum bolini,32,
JR200,226,1,19,PRM,Protomyctophum bolini,35,
JR200,226,1,20,PRM,Protomyctophum bolini,33,
JR200,226,1,21,PRM,Protomyctophum bolini,27,
JR200,226,1,22,PRM,Protomyctophum bolini,27,
JR200,226,1,23,PRM,Protomyctophum bolini,39,
JR200,226,1,24,PRM,Protomyctophum bolini,40,
JR200,226,1,25,PRM,Protomyctophum bolini,36,
JR200,226,1,26,PRM,Protomyctophum bolini,34,
JR200,226,1,27,PRM,Protomyctophum bolini,25,
JR200,226,1,28,PRM,Protomyctophum bolini,33,
JR200,226,1,29,PRM,Protomyctophum bolini,30,
JR200,226,1,30,PRM,Protomyctophum bolini,37,
JR200,226,1,31,PRM,Protomyctophum bolini,39,
JR200,226,1,32,PRM,Protomyctophum bolini,39,
JR200,226,1,33,PRM,Protomyctophum bolini,51,
JR200,226,1,34,PRM,Protomyctophum bolini,32,
JR200,226,1,35,PRM,Protomyctophum bolini,32,
JR200,226,1,36,PRM,Protomyctophum bolini,38,
JR200,226,1,37,PRM,Protomyctophum bolini,38,
JR200,226,1,38,PRM,Protomyctophum bolini,34,
JR200,226,1,39,PRM,Protomyctophum bolini,50,
JR200,226,1,40,PRM,Protomyctophum bolini,50,
JR200,226,1,41,PRM,Protomyctophum bolini,40,
JR200,226,1,42,PRM,Protomyctophum bolini,38,
JR200,226,1,43,PRM,Protomyctophum bolini,37,
JR200,226,1,44,PRM,Protomyctophum bolini,46,
JR200,226,1,45,PRM,Protomyctophum bolini,39,
JR200,226,1,46,PRM,Protomyctophum bolini,37,
JR200,226,1,47,PRM,Protomyctophum bolini,47,
JR200,226,1,48,PRM,Protomyctophum bolini,40,
JR200,226,1,49,PRM,Protomyctophum bolini,31,
JR200,226,1,50,PRM,Protomyctophum bolini,33,
JR200,226,1,51,PRM,Protomyctophum bolini,43,
JR200,226,1,52,PRM,Protomyctophum bolini,33,
JR200,226,1,53,PRM,Protomyctophum bolini,34,
JR200,226,1,54,PRM,Protomyctophum bolini,39,
JR200,226,1,55,PRM,Protomyctophum bolini,40,
JR200,226,1,56,PRM,Protomyctophum bolini,34,
JR200,226,1,57,PRM,Protomyctophum bolini,34,
JR200,226,1,58,PRM,Protomyctophum bolini,36,
JR200,226,1,59,PRM,Protomyctophum bolini,37,
JR200,226,1,60,PRM,Protomyctophum bolini,33,
JR200,226,1,61,PRM,Protomyctophum bolini,46,
JR200,226,1,62,PRM,Protomyctophum bolini,39,
JR200,226,1,63,PRM,Protomyctophum bolini,32,
JR200,226,1,64,PRM,Protomyctophum bolini,36,
JR200,226,1,65,PRM,Protomyctophum bolini,36,
JR200,226,1,66,PRM,Protomyctophum bolini,36,
JR200,226,1,67,PRM,Protomyctophum bolini,34,
JR200,226,1,68,PRM,Protomyctophum bolini,33,
JR200,226,1,69,PRM,Protomyctophum bolini,27,
JR200,226,1,70,PRM,Protomyctophum bolini,33,
JR200,226,1,71,PRM,Protomyctophum bolini,39,
JR200,226,1,72,PRM,Protomyctophum bolini,42,
JR200,226,1,73,PRM,Protomyctophum bolini,29,
JR200,226,1,74,PRM,Protomyctophum bolini,37,
JR200,226,1,75,PRM,Protomyctophum bolini,33,
JR200,226,1,76,PRM,Protomyctophum bolini,37,
JR200,226,1,77,PRM,Protomyctophum bolini,33,
JR200,226,1,78,PRM,Protomyctophum bolini,33,
