Cruise,Event,Net,ID,Species Code,Species Name,SL,W
JR200,17,1,1,GYR,Gymnoscopelus braueri,117,
JR200,17,1,2,GYR,Gymnoscopelus braueri,116,
JR200,17,1,3,GYR,Gymnoscopelus braueri,112,
JR200,17,1,4,GYR,Gymnoscopelus braueri,119,
JR200,17,1,5,GYR,Gymnoscopelus braueri,114,
JR200,17,1,6,GYR,Gymnoscopelus braueri,116,
JR200,17,1,7,GYR,Gymnoscopelus braueri,114,
JR200,17,1,8,GYR,Gymnoscopelus braueri,110,
JR200,17,1,9,GYR,Gymnoscopelus braueri,118,
JR200,17,1,10,GYR,Gymnoscopelus braueri,118,
JR200,17,1,11,GYR,Gymnoscopelus braueri,128,
JR200,17,1,12,GYR,Gymnoscopelus braueri,104,
JR200,17,1,13,GYR,Gymnoscopelus braueri,104,
JR200,17,1,14,GYR,Gymnoscopelus braueri,129,
JR200,17,1,15,GYR,Gymnoscopelus braueri,109,
JR200,17,1,16,GYR,Gymnoscopelus braueri,111,
JR200,17,1,17,GYR,Gymnoscopelus braueri,75,
JR200,17,1,18,GYR,Gymnoscopelus braueri,89,
JR200,17,1,19,GYR,Gymnoscopelus braueri,109,
JR200,17,1,20,GYR,Gymnoscopelus braueri,105,
JR200,17,1,21,GYR,Gymnoscopelus braueri,102,
JR200,17,1,22,GYR,Gymnoscopelus braueri,107,
JR200,17,1,23,GYR,Gymnoscopelus braueri,94,
JR200,17,1,24,GYR,Gymnoscopelus braueri,94,
JR200,17,1,25,GYR,Gymnoscopelus braueri,116,
JR200,17,1,26,GYR,Gymnoscopelus braueri,104,
JR200,17,1,27,GYR,Gymnoscopelus braueri,95,
JR200,17,1,28,GYR,Gymnoscopelus braueri,119,
JR200,17,1,29,GYR,Gymnoscopelus braueri,104,
JR200,17,1,30,GYR,Gymnoscopelus braueri,115,
JR200,17,1,31,GYR,Gymnoscopelus braueri,71,
JR200,17,1,32,GYR,Gymnoscopelus braueri,106,
JR200,17,1,33,GYR,Gymnoscopelus braueri,112,
JR200,17,1,34,GYR,Gymnoscopelus braueri,102,
JR200,17,1,35,GYR,Gymnoscopelus braueri,98,
JR200,17,1,36,GYR,Gymnoscopelus braueri,111,
JR200,17,1,37,GYR,Gymnoscopelus braueri,125,
JR200,17,1,38,GYR,Gymnoscopelus braueri,119,
JR200,17,1,39,GYR,Gymnoscopelus braueri,109,
JR200,17,1,40,GYR,Gymnoscopelus braueri,113,
JR200,17,1,41,PRY,Protomyctophum choriodon,80,
JR200,17,1,42,BAA,Bathylagus antarcticus,80,
JR200,17,1,43,YTX,Cyclothone sp.,69,
JR200,17,1,44,PDG,Paradiplospinus gracilis,376,
JR200,17,1,45,PDG,Paradiplospinus gracilis,372,
JR200,17,1,46,ELN,Electrona antarctica,73,
JR200,17,1,47,ELN,Electrona antarctica,76,
JR200,17,1,48,ELN,Electrona antarctica,73,
JR200,17,1,49,ELN,Electrona antarctica,81,
JR200,17,1,50,ELN,Electrona antarctica,80,
JR200,17,1,51,ELN,Electrona antarctica,80,
JR200,17,1,52,ELN,Electrona antarctica,88,
JR200,17,1,53,ELN,Electrona antarctica,82,
JR200,17,1,54,ELN,Electrona antarctica,79,
JR200,17,1,55,ELN,Electrona antarctica,78,
JR200,17,1,56,ELN,Electrona antarctica,84,
JR200,17,1,57,ELN,Electrona antarctica,81,
JR200,17,1,58,ELN,Electrona antarctica,92,
JR200,17,1,59,ELN,Electrona antarctica,67,
JR200,17,1,60,ELN,Electrona antarctica,82,
JR200,17,1,61,ELN,Electrona antarctica,91,
JR200,17,1,62,ELN,Electrona antarctica,79,
JR200,17,1,63,ELN,Electrona antarctica,78,
JR200,17,1,64,ELN,Electrona antarctica,91,
JR200,17,1,65,ELN,Electrona antarctica,79,
JR200,17,1,66,ELN,Electrona antarctica,90,
JR200,17,1,67,ELN,Electrona antarctica,96,
JR200,17,1,68,ELN,Electrona antarctica,89,
JR200,17,1,69,ELN,Electrona antarctica,92,
JR200,17,1,70,ELN,Electrona antarctica,95,
JR200,17,1,71,ELN,Electrona antarctica,83,
JR200,17,1,72,ELN,Electrona antarctica,100,
JR200,17,1,73,ELN,Electrona antarctica,103,
JR200,17,1,74,ELN,Electrona antarctica,107,
JR200,17,1,75,ELN,Electrona antarctica,92,
JR200,17,2,1,NTO,Notolepis coatsi,205,
JR200,17,2,2,NTO,Notolepis coatsi,342,
JR200,17,2,3,PDG,Paradiplospinus gracilis,364,
JR200,17,2,4,PDG,Paradiplospinus gracilis,368,
JR200,17,2,5,ELN,Electrona antarctica,79,
JR200,17,2,6,ELN,Electrona antarctica,73,
JR200,17,2,7,ELN,Electrona antarctica,80,
JR200,17,2,8,ELN,Electrona antarctica,63,
JR200,17,2,9,ELN,Electrona antarctica,67,
JR200,17,2,10,ELN,Electrona antarctica,72,
JR200,17,2,11,ELN,Electrona antarctica,68,
JR200,17,2,12,ELN,Electrona antarctica,76,
JR200,17,2,13,ELN,Electrona antarctica,69,
JR200,17,2,14,ELN,Electrona antarctica,69,
JR200,17,2,15,ELN,Electrona antarctica,48,
JR200,17,2,16,ELN,Electrona antarctica,53,
JR200,17,2,17,ELN,Electrona antarctica,43,
JR200,17,2,18,ELN,Electrona antarctica,55,
JR200,17,2,19,ELN,Electrona antarctica,39,
JR200,17,2,20,ELN,Electrona antarctica,49,
JR200,17,2,21,ELN,Electrona antarctica,60,
JR200,17,2,22,ELN,Electrona antarctica,54,
JR200,17,2,23,ELN,Electrona antarctica,55,
JR200,17,2,24,ELN,Electrona antarctica,58,
JR200,17,2,25,ELN,Electrona antarctica,40,
JR200,17,2,26,ELN,Electrona antarctica,52,
JR200,17,2,27,ELN,Electrona antarctica,73,
JR200,17,2,28,ELN,Electrona antarctica,64,
JR200,17,2,29,ELN,Electrona antarctica,59,
JR200,17,2,30,ELN,Electrona antarctica,90,
JR200,17,2,31,ELN,Electrona antarctica,72,
JR200,17,2,32,ELN,Electrona antarctica,73,
JR200,17,2,33,ELN,Electrona antarctica,69,
JR200,17,2,34,ELN,Electrona antarctica,67,
JR200,17,2,35,ELN,Electrona antarctica,69,
JR200,17,2,36,ELN,Electrona antarctica,61,
JR200,17,2,37,ELN,Electrona antarctica,81,
JR200,17,2,38,ELN,Electrona antarctica,59,
JR200,17,2,39,ELN,Electrona antarctica,84,
JR200,17,2,40,ELN,Electrona antarctica,65,
JR200,17,2,41,ELN,Electrona antarctica,62,
JR200,17,2,42,ELN,Electrona antarctica,55,
JR200,17,2,43,ELN,Electrona antarctica,69,
JR200,17,2,44,ELN,Electrona antarctica,60,
JR200,17,2,45,ELN,Electrona antarctica,77,
JR200,17,2,46,ELN,Electrona antarctica,80,
JR200,17,2,47,ELN,Electrona antarctica,66,
JR200,17,2,48,ELN,Electrona antarctica,68,
JR200,17,2,49,ELN,Electrona antarctica,72,
JR200,17,2,50,ELN,Electrona antarctica,61,
JR200,17,2,51,ELN,Electrona antarctica,64,
JR200,17,2,52,ELN,Electrona antarctica,92,
JR200,17,2,53,ELN,Electrona antarctica,68,
JR200,17,2,54,ELN,Electrona antarctica,73,
JR200,17,2,55,ELN,Electrona antarctica,97,
JR200,17,2,56,ELN,Electrona antarctica,64,
JR200,17,2,57,ELN,Electrona antarctica,87,
JR200,17,2,58,ELN,Electrona antarctica,83,
JR200,17,2,59,ELN,Electrona antarctica,90,
JR200,17,2,60,ELN,Electrona antarctica,61,
JR200,17,2,61,ELN,Electrona antarctica,81,
JR200,17,2,62,ELN,Electrona antarctica,102,
JR200,17,2,63,ELN,Electrona antarctica,96,
JR200,17,2,64,ELN,Electrona antarctica,93,
JR200,17,2,65,ELN,Electrona antarctica,73,
JR200,17,2,66,ELN,Electrona antarctica,63,
JR200,17,2,67,GYF,Gymnoscopelus fraseri,83,
JR200,17,2,68,GYN,Gymnoscopelus nicholsi,149,
JR200,17,2,69,PRY,Protomyctophum choriodon,81,
JR200,17,2,70,GYR,Gymnoscopelus braueri,73,
JR200,17,2,71,GYR,Gymnoscopelus braueri,102,
JR200,17,2,72,GYR,Gymnoscopelus braueri,85,
JR200,17,2,73,GYR,Gymnoscopelus braueri,82,
JR200,17,2,74,GYR,Gymnoscopelus braueri,107,
JR200,17,2,75,GYR,Gymnoscopelus braueri,92,
JR200,18,1,1,BAX,Bathylagus sp.,155,
JR200,18,1,2,BAX,Bathylagus sp.,165,
JR200,18,1,3,BAX,Bathylagus sp.,152,
JR200,18,1,4,BAX,Bathylagus sp.,164,
JR200,18,1,5,BAX,Bathylagus sp.,97,
JR200,18,1,6,BAX,Bathylagus sp.,95,
JR200,18,1,7,BAX,Bathylagus sp.,88,
JR200,18,1,8,BAX,Bathylagus sp.,66,
JR200,18,1,9,BAX,Bathylagus sp.,84,
JR200,18,1,10,BAX,Bathylagus sp.,56,
JR200,18,1,11,BAX,Bathylagus sp.,51,
JR200,18,1,12,BAX,Bathylagus sp.,73,
JR200,18,1,13,BAX,Bathylagus sp.,62,
JR200,18,1,14,BAX,Bathylagus sp.,82,
JR200,18,1,15,BAX,Bathylagus sp.,78,
JR200,18,1,16,BAX,Bathylagus sp.,46,
JR200,18,1,17,BAX,Bathylagus sp.,55,
JR200,18,1,18,BAX,Bathylagus sp.,48,
JR200,18,1,19,BAX,Bathylagus sp.,47,
JR200,18,1,20,BAX,Bathylagus sp.,38,
JR200,18,1,21,BAX,Bathylagus sp.,46,
JR200,18,1,22,BAX,Bathylagus sp.,48,
JR200,18,1,23,GYO,Gymnoscopelus opisthopterus,119,
JR200,18,1,24,ELN,Electrona antarctica,90,
JR200,18,1,25,ELN,Electrona antarctica,74,
JR200,18,1,26,ELN,Electrona antarctica,80,
JR200,18,1,27,ELN,Electrona antarctica,86,
JR200,18,1,28,ELN,Electrona antarctica,81,
JR200,18,1,29,ELN,Electrona antarctica,90,
JR200,18,1,30,ELN,Electrona antarctica,63,
JR200,18,1,31,YTX,Cyclothone sp.,49,
JR200,18,1,32,YTX,Cyclothone sp.,86,
JR200,18,1,33,YTX,Cyclothone sp.,64,
JR200,18,1,34,YTX,Cyclothone sp.,63,
JR200,18,1,35,YTX,Cyclothone sp.,75,
JR200,18,1,36,YTX,Cyclothone sp.,72,
JR200,18,1,37,YTX,Cyclothone sp.,64,
JR200,18,1,38,YTX,Cyclothone sp.,101,
JR200,18,1,39,YTX,Cyclothone sp.,107,
JR200,18,2,1,BEE,Benthalbella elongata,233,
JR200,18,2,2,PDG,Paradiplospinus gracilis,415,
JR200,18,2,3,PDG,Paradiplospinus gracilis,394,
JR200,18,2,4,ELN,Electrona antarctica,86,
JR200,18,2,5,ELN,Electrona antarctica,87,
JR200,18,2,6,ELN,Electrona antarctica,73,
JR200,18,2,7,ELN,Electrona antarctica,76,
JR200,18,2,8,ELN,Electrona antarctica,74,
JR200,18,2,9,ELN,Electrona antarctica,93,
JR200,18,2,10,ELN,Electrona antarctica,69,
JR200,18,2,11,ELN,Electrona antarctica,75,
JR200,18,2,12,ELN,Electrona antarctica,78,
JR200,18,2,13,ELN,Electrona antarctica,64,
JR200,18,2,14,ELN,Electrona antarctica,71,
JR200,18,2,15,ELN,Electrona antarctica,35,
JR200,18,2,16,GYR,Gymnoscopelus braueri,102,
JR200,18,2,17,GYR,Gymnoscopelus braueri,84,
JR200,18,2,18,BAA,Bathylagus antarcticus,124,
JR200,18,2,19,BAA,Bathylagus antarcticus,126,
JR200,18,2,20,BAA,Bathylagus antarcticus,101,
JR200,18,2,21,BAA,Bathylagus antarcticus,72,
JR200,18,2,22,BAA,Bathylagus antarcticus,89,
JR200,18,2,23,BAA,Bathylagus antarcticus,71,
JR200,18,2,24,BAA,Bathylagus antarcticus,77,
JR200,18,2,25,BAA,Bathylagus antarcticus,45,
JR200,18,2,26,BAA,Bathylagus antarcticus,64,
JR200,18,2,27,BAA,Bathylagus antarcticus,48,
JR200,18,2,28,BAA,Bathylagus antarcticus,41,
JR200,18,2,30,NOE,Notolepis sp.,38,
JR200,18,2,31,NOE,Notolepis sp.,70,
JR200,18,2,32,NOE,Notolepis sp.,77,
JR200,18,2,33,NOE,Notolepis sp.,44,
JR200,18,2,34,NOE,Notolepis sp.,83,
JR200,18,2,35,NOE,Notolepis sp.,84,
JR200,18,2,36,NOE,Notolepis sp.,75,
JR200,42,1,1,GYR,Gymnoscopelus braueri,112,
JR200,42,1,2,GYR,Gymnoscopelus braueri,101,
JR200,42,1,3,GYR,Gymnoscopelus braueri,105,
JR200,42,1,4,GYR,Gymnoscopelus braueri,103,
JR200,42,1,5,GYR,Gymnoscopelus braueri,113,
JR200,42,1,6,GYR,Gymnoscopelus braueri,112,
JR200,42,1,7,GYR,Gymnoscopelus braueri,116,
JR200,42,1,8,GYR,Gymnoscopelus braueri,118,
JR200,42,1,9,GYR,Gymnoscopelus braueri,113,
JR200,42,1,10,GYR,Gymnoscopelus braueri,117,
JR200,42,1,11,GYR,Gymnoscopelus braueri,109,
JR200,42,1,12,GYR,Gymnoscopelus braueri,122,
JR200,42,1,13,GYR,Gymnoscopelus braueri,112,
JR200,42,1,14,GYR,Gymnoscopelus braueri,92,
JR200,42,1,15,GYR,Gymnoscopelus braueri,85,
JR200,42,1,16,GYR,Gymnoscopelus braueri,83,
JR200,42,1,17,GYR,Gymnoscopelus braueri,93,
JR200,42,1,18,GYR,Gymnoscopelus braueri,85,
JR200,42,1,19,GYR,Gymnoscopelus braueri,91,
JR200,42,1,20,GYR,Gymnoscopelus braueri,107,
JR200,42,1,21,GYR,Gymnoscopelus braueri,95,
JR200,42,1,22,GYR,Gymnoscopelus braueri,91,
JR200,42,1,23,GYR,Gymnoscopelus braueri,90,
JR200,42,1,24,GYR,Gymnoscopelus braueri,105,
JR200,42,1,25,GYR,Gymnoscopelus braueri,96,
JR200,42,1,26,GYR,Gymnoscopelus braueri,96,
JR200,42,1,27,GYR,Gymnoscopelus braueri,129,
JR200,42,1,28,GYR,Gymnoscopelus braueri,119,
JR200,42,1,29,GYR,Gymnoscopelus braueri,80,
JR200,42,1,30,GYR,Gymnoscopelus braueri,118,
JR200,42,1,31,GYR,Gymnoscopelus braueri,100,
JR200,42,1,32,GYR,Gymnoscopelus braueri,87,
JR200,42,1,33,BAA,Bathylagus antarcticus,63,
JR200,42,1,34,BAA,Bathylagus antarcticus,58,
JR200,42,1,35,BAA,Bathylagus antarcticus,51,
JR200,42,1,36,BAA,Bathylagus antarcticus,163,
JR200,42,1,37,BAA,Bathylagus antarcticus,74,
JR200,42,1,38,BAA,Bathylagus antarcticus,82,
JR200,42,1,39,BAA,Bathylagus antarcticus,82,
JR200,42,1,40,BAA,Bathylagus antarcticus,98,
JR200,42,1,41,BAA,Bathylagus antarcticus,92,
JR200,42,1,42,BAA,Bathylagus antarcticus,89,
JR200,42,1,43,BAA,Bathylagus antarcticus,86,
JR200,42,1,44,BAA,Bathylagus antarcticus,84,
JR200,42,1,45,BAA,Bathylagus antarcticus,82,
JR200,42,1,46,BAA,Bathylagus antarcticus,78,
JR200,42,1,47,BAA,Bathylagus antarcticus,79,
JR200,42,1,48,BAA,Bathylagus antarcticus,85,
JR200,42,1,49,BAA,Bathylagus antarcticus,71,
JR200,42,1,50,BAA,Bathylagus antarcticus,81,
JR200,42,1,51,BAA,Bathylagus antarcticus,87,
JR200,42,1,52,BAA,Bathylagus antarcticus,127,
JR200,42,1,53,BAA,Bathylagus antarcticus,173,
JR200,42,1,54,BAA,Bathylagus antarcticus,156,
JR200,42,1,55,ELN,Electrona antarctica,86,
JR200,42,1,56,ELN,Electrona antarctica,92,
JR200,42,1,57,ELN,Electrona antarctica,80,
JR200,42,1,58,ELN,Electrona antarctica,90,
JR200,42,1,59,ELN,Electrona antarctica,93,
JR200,42,1,60,ELN,Electrona antarctica,91,
JR200,42,1,61,ELN,Electrona antarctica,93,
JR200,42,1,62,ELN,Electrona antarctica,78,
JR200,42,1,63,ELN,Electrona antarctica,55,
JR200,42,1,64,ELN,Electrona antarctica,63,
JR200,42,1,65,ELN,Electrona antarctica,78,
JR200,42,1,66,ELN,Electrona antarctica,68,
JR200,42,1,67,ELN,Electrona antarctica,65,
JR200,42,1,68,ELN,Electrona antarctica,57,
JR200,42,1,69,ELN,Electrona antarctica,76,
JR200,42,1,70,ELN,Electrona antarctica,64,
JR200,42,1,71,ELN,Electrona antarctica,70,
JR200,42,1,72,ELN,Electrona antarctica,51,
JR200,42,1,73,ELN,Electrona antarctica,56,
JR200,42,1,74,PRY,Protomyctophum choriodon,75,
JR200,42,1,75,PRM,Protomyctophum bolini,48,
JR200,42,1,76,PRM,Protomyctophum bolini,43,
JR200,42,1,77,PRM,Protomyctophum bolini,49,
JR200,42,1,78,PRM,Protomyctophum bolini,47,
JR200,42,1,79,PRM,Protomyctophum bolini,50,
JR200,42,1,80,PRM,Protomyctophum bolini,44,
JR200,42,1,81,PRM,Protomyctophum bolini,50,
JR200,42,1,82,PRM,Protomyctophum bolini,44,
JR200,42,2,1,PDG,Paradiplospinus gracilis,377,
JR200,42,2,2,GYR,Gymnoscopelus braueri,116,
JR200,42,2,3,GYR,Gymnoscopelus braueri,61,
JR200,42,2,4,GYR,Gymnoscopelus braueri,82,
JR200,42,2,5,GYR,Gymnoscopelus braueri,82,
JR200,42,2,6,GYR,Gymnoscopelus braueri,96,
JR200,42,2,7,GYR,Gymnoscopelus braueri,67,
JR200,42,2,8,GYR,Gymnoscopelus braueri,84,
JR200,42,2,9,GYR,Gymnoscopelus braueri,63,
JR200,42,2,10,GYR,Gymnoscopelus braueri,80,
JR200,42,2,11,GYR,Gymnoscopelus braueri,91,
JR200,42,2,12,GYR,Gymnoscopelus braueri,58,
JR200,42,2,13,GYR,Gymnoscopelus braueri,88,
JR200,42,2,14,GYR,Gymnoscopelus braueri,58,
JR200,42,2,15,GYR,Gymnoscopelus braueri,82,
JR200,42,2,16,GYR,Gymnoscopelus braueri,66,
JR200,42,2,17,ELN,Electrona antarctica,56,
JR200,42,2,18,ELN,Electrona antarctica,65,
JR200,42,2,19,ELN,Electrona antarctica,71,
JR200,42,2,20,ELN,Electrona antarctica,80,
JR200,42,2,21,ELN,Electrona antarctica,64,
JR200,42,2,22,ELN,Electrona antarctica,46,
JR200,42,2,23,ELN,Electrona antarctica,66,
JR200,42,2,24,ELN,Electrona antarctica,48,
JR200,42,2,25,ELN,Electrona antarctica,51,
JR200,42,2,26,ELN,Electrona antarctica,51,
JR200,42,2,27,ELN,Electrona antarctica,48,
JR200,42,2,28,ELN,Electrona antarctica,82,
JR200,42,2,29,ELN,Electrona antarctica,47,
JR200,42,2,30,ELN,Electrona antarctica,67,
JR200,42,2,31,ELN,Electrona antarctica,67,
JR200,42,2,32,ELN,Electrona antarctica,50,
JR200,42,2,33,ELN,Electrona antarctica,59,
JR200,42,2,34,ELN,Electrona antarctica,54,
JR200,42,2,35,ELN,Electrona antarctica,80,
JR200,42,2,36,ELN,Electrona antarctica,71,
JR200,42,2,37,ELN,Electrona antarctica,73,
JR200,42,2,38,ELN,Electrona antarctica,54,
JR200,42,2,39,ELN,Electrona antarctica,54,
JR200,42,2,40,ELN,Electrona antarctica,60,
JR200,42,2,41,ELN,Electrona antarctica,71,
JR200,42,2,42,ELN,Electrona antarctica,75,
JR200,42,2,43,ELN,Electrona antarctica,51,
JR200,42,2,44,ELN,Electrona antarctica,55,
JR200,42,2,45,ELN,Electrona antarctica,53,
JR200,42,2,46,ELN,Electrona antarctica,45,
JR200,42,2,47,ELN,Electrona antarctica,48,
JR200,42,2,48,ELN,Electrona antarctica,61,
JR200,42,2,49,ELN,Electrona antarctica,84,
JR200,42,2,50,ELN,Electrona antarctica,51,
JR200,42,2,51,ELN,Electrona antarctica,69,
JR200,42,2,52,ELN,Electrona antarctica,74,
JR200,42,2,53,ELN,Electrona antarctica,84,
JR200,42,2,54,ELN,Electrona antarctica,76,
JR200,42,2,55,ELN,Electrona antarctica,63,
JR200,42,2,56,ELN,Electrona antarctica,77,
JR200,42,2,57,ELN,Electrona antarctica,49,
JR200,42,2,58,ELN,Electrona antarctica,69,
JR200,42,2,59,ELN,Electrona antarctica,75,
JR200,42,2,60,ELN,Electrona antarctica,59,
JR200,42,2,61,ELN,Electrona antarctica,51,
JR200,42,2,62,ELN,Electrona antarctica,58,
JR200,42,2,63,ELN,Electrona antarctica,40,
JR200,42,2,64,ELN,Electrona antarctica,56,
JR200,42,2,65,ELN,Electrona antarctica,49,
JR200,42,2,66,ELN,Electrona antarctica,63,
JR200,42,2,67,ELN,Electrona antarctica,97,
JR200,42,2,68,ELN,Electrona antarctica,74,
JR200,42,2,69,ELN,Electrona antarctica,63,
JR200,42,2,70,ELN,Electrona antarctica,59,
JR200,42,2,71,ELN,Electrona antarctica,69,
JR200,42,2,72,ELN,Electrona antarctica,63,
JR200,42,2,73,ELN,Electrona antarctica,86,
JR200,42,2,74,ELN,Electrona antarctica,62,
JR200,42,2,75,ELN,Electrona antarctica,101,
JR200,42,2,76,ELN,Electrona antarctica,48,
JR200,42,2,77,ELN,Electrona antarctica,73,
JR200,42,2,78,ELN,Electrona antarctica,70,
JR200,42,2,79,ELN,Electrona antarctica,93,
JR200,43,1,1,NOE,Notolepis sp.,117,
JR200,43,1,2,NOE,Notolepis sp.,105,
JR200,43,1,3,ELN,Electrona antarctica,94,
JR200,43,1,4,ELN,Electrona antarctica,87,
JR200,43,1,5,ELN,Electrona antarctica,89,
JR200,43,1,6,LAC,Lampanyctus achirus,88,
JR200,43,1,7,BAA,Bathylagus antarcticus,140,
JR200,43,1,8,BAA,Bathylagus antarcticus,82,
JR200,43,1,9,BAA,Bathylagus antarcticus,133,
JR200,43,1,10,BAA,Bathylagus antarcticus,66,
JR200,43,1,11,BAA,Bathylagus antarcticus,128,
JR200,43,1,12,BAA,Bathylagus antarcticus,94,
JR200,43,1,14,BAA,Bathylagus antarcticus,123,
JR200,43,1,15,BAA,Bathylagus antarcticus,112,
JR200,43,1,16,BAA,Bathylagus antarcticus,83,
JR200,43,1,17,BAA,Bathylagus antarcticus,96,
JR200,43,1,18,BAA,Bathylagus antarcticus,77,
JR200,43,1,19,BAA,Bathylagus antarcticus,68,
JR200,43,1,20,BAA,Bathylagus antarcticus,70,
JR200,43,1,21,BAA,Bathylagus antarcticus,95,
JR200,43,1,22,BAA,Bathylagus antarcticus,93,
JR200,43,1,23,YTX,Cyclothone sp.,56,
JR200,43,1,24,YTX,Cyclothone sp.,54,
JR200,43,1,25,YTX,Cyclothone sp.,66,
JR200,43,1,26,YTX,Cyclothone sp.,63,
JR200,43,1,27,YTX,Cyclothone sp.,59,
JR200,43,1,28,YTX,Cyclothone sp.,67,
JR200,43,1,29,YTX,Cyclothone sp.,65,
JR200,43,1,31,YTX,Cyclothone sp.,63,
JR200,43,1,32,YTX,Cyclothone sp.,56,
JR200,43,1,33,YTX,Cyclothone sp.,53,
JR200,43,1,34,YTX,Cyclothone sp.,59,
JR200,43,1,35,YTX,Cyclothone sp.,65,
JR200,43,1,36,YTX,Cyclothone sp.,65,
JR200,43,1,37,YTX,Cyclothone sp.,61,
JR200,43,1,38,YTX,Cyclothone sp.,42,
JR200,43,2,1,GYR,Gymnoscopelus braueri,103,
JR200,43,2,2,GYR,Gymnoscopelus braueri,110,
JR200,43,2,3,GYR,Gymnoscopelus braueri,88,
JR200,43,2,4,GYR,Gymnoscopelus braueri,91,
JR200,43,2,5,GYR,Gymnoscopelus braueri,110,
JR200,43,2,6,GYR,Gymnoscopelus braueri,95,
JR200,43,2,7,GYR,Gymnoscopelus braueri,85,
JR200,43,2,8,GYR,Gymnoscopelus braueri,68,
JR200,43,2,9,GYR,Gymnoscopelus braueri,91,
JR200,43,2,10,GYR,Gymnoscopelus braueri,71,
JR200,43,2,11,GYR,Gymnoscopelus braueri,77,
JR200,43,2,12,GYR,Gymnoscopelus braueri,61,
JR200,43,2,13,GYR,Gymnoscopelus braueri,89,
JR200,43,2,14,GYR,Gymnoscopelus braueri,127,
JR200,43,2,15,ELN,Electrona antarctica,44,
JR200,43,2,16,ELN,Electrona antarctica,96,
JR200,43,2,17,ELN,Electrona antarctica,84,
JR200,43,2,18,ELN,Electrona antarctica,85,
JR200,43,2,19,ELN,Electrona antarctica,79,
JR200,43,2,20,ELN,Electrona antarctica,57,
JR200,43,2,21,ELN,Electrona antarctica,63,
JR200,43,2,22,ELN,Electrona antarctica,76,
JR200,43,2,23,ELN,Electrona antarctica,64,
JR200,43,2,24,ELN,Electrona antarctica,68,
JR200,43,2,25,ELN,Electrona antarctica,61,
JR200,43,2,26,ELN,Electrona antarctica,56,
JR200,43,2,27,ELN,Electrona antarctica,62,
JR200,43,2,28,BAA,Bathylagus antarcticus,112,
JR200,43,2,29,BAA,Bathylagus antarcticus,97,
JR200,43,2,30,BAA,Bathylagus antarcticus,78,
JR200,43,2,31,BAA,Bathylagus antarcticus,121,
JR200,43,2,32,BAA,Bathylagus antarcticus,71,
JR200,43,2,33,BAA,Bathylagus antarcticus,90,
JR200,43,2,34,BAA,Bathylagus antarcticus,69,
JR200,43,2,35,BAA,Bathylagus antarcticus,75,
JR200,43,2,36,BAA,Bathylagus antarcticus,70,
JR200,43,2,37,BAA,Bathylagus antarcticus,117,
JR200,43,2,38,BAA,Bathylagus antarcticus,74,
JR200,43,2,39,BAA,Bathylagus antarcticus,102,
JR200,43,2,40,BAA,Bathylagus antarcticus,126,
JR200,43,2,41,BAA,Bathylagus antarcticus,109,
JR200,43,2,42,BAA,Bathylagus antarcticus,97,
JR200,55,1,1,GYR,Gymnoscopelus braueri,90,
JR200,55,1,2,GYR,Gymnoscopelus braueri,108,
JR200,55,1,3,GYR,Gymnoscopelus braueri,102,
JR200,55,1,4,GYR,Gymnoscopelus braueri,92,
JR200,55,1,5,GYR,Gymnoscopelus braueri,90,
JR200,55,1,6,GYR,Gymnoscopelus braueri,105,
JR200,55,1,7,GYR,Gymnoscopelus braueri,96,
JR200,55,1,8,GYR,Gymnoscopelus braueri,79,
JR200,55,1,9,GYR,Gymnoscopelus braueri,95,
JR200,55,1,10,GYR,Gymnoscopelus braueri,91,
JR200,55,1,11,GYR,Gymnoscopelus braueri,94,
JR200,55,1,12,GYR,Gymnoscopelus braueri,108,
JR200,55,1,13,GYR,Gymnoscopelus braueri,121,
JR200,55,1,14,GYR,Gymnoscopelus braueri,109,
JR200,55,1,15,GYR,Gymnoscopelus braueri,111,
JR200,55,1,16,GYR,Gymnoscopelus braueri,92,
JR200,55,1,17,GYR,Gymnoscopelus braueri,89,
JR200,55,1,18,GYR,Gymnoscopelus braueri,89,
JR200,55,1,19,GYR,Gymnoscopelus braueri,87,
JR200,55,1,20,GYR,Gymnoscopelus braueri,81,
JR200,55,1,21,GYR,Gymnoscopelus braueri,95,
JR200,55,1,22,GYR,Gymnoscopelus braueri,97,
JR200,55,1,23,GYR,Gymnoscopelus braueri,117,
JR200,55,1,24,GYR,Gymnoscopelus braueri,109,
JR200,55,1,25,GYR,Gymnoscopelus braueri,102,
JR200,55,1,26,GYR,Gymnoscopelus braueri,87,
JR200,55,1,27,GYR,Gymnoscopelus braueri,92,
JR200,55,1,28,GYR,Gymnoscopelus braueri,106,
JR200,55,1,29,GYR,Gymnoscopelus braueri,73,
JR200,55,1,30,GYR,Gymnoscopelus braueri,104,
JR200,55,1,31,GYR,Gymnoscopelus braueri,89,
JR200,55,1,32,GYN,Gymnoscopelus nicholsi,130,
JR200,55,1,33,GYN,Gymnoscopelus nicholsi,130,
JR200,55,1,34,PRM,Protomyctophum bolini,39,
JR200,55,1,35,PRM,Protomyctophum bolini,47,
JR200,55,1,36,PRM,Protomyctophum bolini,48,
JR200,55,1,37,PRM,Protomyctophum bolini,47,
JR200,55,1,38,PRM,Protomyctophum bolini,51,
JR200,55,1,39,PRM,Protomyctophum bolini,45,
