"","Cruise","Event","Net","Date","Year","ID","Species.Code","Item","Stomach","Prey","Count","Total.Mass.(g)","Prey.Mass.(g)","Prey.Type","Standard.length.(mm)","Period","Comments","a_discovery","b_discovery","weight_discovery_g","log10_PPMR_discovery","Lat","Lon","coordinate.source","SST","temp_depth","CHL","ID_unique","fish_mass_log10","location_group"
"2896","JR161",283,2,"2006-11-28",2006,2,"GYR",1,NA,"Pleuromamma robusta",1,0.009,0.009,NA,65,"Day",NA,4.57573141795611e-06,3.11108279890465,1.99794755693395,2.34634157503467,-49.99484,-37.98122,"cruise report",3.3937009960413,2.07903685346246,0.319176879525185,"JR161_283_GYR_2",0.300584084473991,8
"2897","JR161",84,1,"2006-11-02",2006,27,"ELN",1,NA,"Euphausiid indet",1,0.056,0.056,NA,98,"Night","crustacean remains, probably Euphausid - most likely E.superba",3.72072876694056e-06,3.27156788257353,12.1635204105847,2.33687126122167,-60.55322,-48.93079,"cruise report",-1.84745015725493,-0.0458326779305935,0.14508181065321,"JR161_84_ELN_27",1.08505928822787,2
"2898","JR161",267,1,"2006-11-26",2006,74,"KRA",1,NA,"Thysanoessa spp",8,0.07,0.00875,NA,58,"Day",NA,9.04580928796673e-06,3.01806749596662,1.89929373710093,2.33658408314016,-52.8061,-40.00328,"cruise report",1.53429366722703,1.33252969756722,0.326310115059217,"JR161_267_KRA_74",0.278592136162476,7
"2899","JR161",267,1,"2006-11-26",2006,45,"GYR",3,NA,"Calanoid copepod",1,0.03,0.03,NA,95,"Day","check ID",4.57573141795611e-06,3.11108279890465,6.50612516687769,2.33620115940007,-52.8061,-40.00328,"cruise report",1.53429366722703,1.33252969756722,0.326310115059217,"JR161_267_GYR_45",0.813322414119737,7
"2900","JR161",136,1,"2006-11-09",2006,1,"GYR",3,NA,"Euphausia superba",1,0.068,0.068,NA,123,"Night",NA,4.57573141795611e-06,3.11108279890465,14.5320996834744,2.32981945555369,-59.5633,-44.26847,"cruise report",-1.54875940158963,0.553062551468611,0.283463891347249,"JR161_136_GYR_1",1.16232836825993,4
"2901","JR161",267,1,"2006-11-26",2006,80,"KRA",1,NA,"Thysanoessa spp",9,0.08,0.00888888888888889,NA,58,"Day",NA,9.04580928796673e-06,3.01806749596662,1.89929373710093,2.32974465860986,-52.8061,-40.00328,"cruise report",1.53429366722703,1.33252969756722,0.326310115059217,"JR161_267_KRA_80",0.278592136162476,7
"2902","JR161",283,2,"2006-11-28",2006,9,"PRE",2,NA,"Rhincalanus gigas",5,0.034,0.0068,NA,51,"Day",NA,1.38590959090681e-05,2.93843325689031,1.4431646890928,2.32680698143858,-49.99484,-37.98122,"cruise report",3.3937009960413,2.07903685346246,0.319176879525185,"JR161_283_PRE_9",0.159315894144821,8
"2903","JR161",159,2,"2006-11-17",2006,17,"GYR",2,NA,"Euphausiid indet",1,0.036,0.036,NA,100,"Night","bits only",4.57573141795611e-06,3.11108279890465,7.63178492008498,2.32632362175993,-57.27877,-42.7514,"cruise report",-0.866804996877909,1.06589558422565,0.186303917566935,"JR161_159_GYR_17",0.882626122527214,5
"2904","JR161",218,2,"2006-11-21",2006,7,"KRA",1,NA,"Calanoides acutus",33,0.059,0.00178787878787879,NA,34,"Day",NA,9.04580928796673e-06,3.01806749596662,0.378925792509711,2.32621609583167,-55.31128,-41.37365,"cruise report",1.44347058311105,2.01109044402838,0.167089342077573,"JR161_218_KRA_7",-0.421445832404069,6
"2905","JR161",118,2,"2006-11-07",2006,39,"GYR",1,NA,"Euphausiid indet",1,0.062,0.062,NA,119,"Night","remains of  female - probably Thysanoessa",4.57573141795611e-06,3.11108279890465,13.1116991168953,2.32526728512678,-60.44744,-44.30547,"cruise report",-1.87091278731823,0.169505924731493,0.205702635894219,"JR161_118_GYR_39",1.11765897462503,3
"2907","JR161",56,2,"2006-10-30",2006,73,"GYR",1,NA,"Thysanoessa spp",1,0.031,0.031,NA,95,"Night",NA,4.57573141795611e-06,3.11108279890465,6.50612516687769,2.32196072028546,-57.76618,-50.54229,"cruise report",-0.839826634526253,1.56705833896995,0.167751779655615,"JR161_56_GYR_73",0.813322414119737,1
"2908","JR161",199,2,"2006-11-20",2006,17,"KRA",3,NA,"Vibilia spp",1,0.014,0.014,NA,67,"Night",NA,9.04580928796673e-06,3.01806749596662,2.93538070074117,2.32153639886933,-55.20644,-41.25129,"cruise report",1.8019776172936,2.04756616652012,0.173238918185234,"JR161_199_KRA_17",0.467664434547564,6
"2909","JR161",275,1,"2006-11-28",2006,104,"PRM",1,NA,"Metridia spp",2,0.002,0.001,NA,25,"Night",NA,1.9799489503369e-05,2.87584615102016,0.207450452346883,2.3169143861476,-50.10324,-38.12951,"cruise report",3.62510454207659,2.08008669018745,0.340349668761094,"JR161_275_PRM_104",-0.683085613852404,8
"2910","JR161",134,2,"2006-11-09",2006,45,"ELN",1,NA,"Pteropoda indet",5,0.059,0.0118,NA,60,"Night",NA,3.72072876694056e-06,3.27156788257353,2.44326477179743,2.31608852585634,-59.65979,-44.04981,"cruise report",-1.60779440626502,0.443049428611994,0.290650137265523,"JR161_134_ELN_45",0.387970533162466,4
"2911","JR161",218,2,"2006-11-21",2006,4,"KRA",5,NA,"Themisto gaudichaudii",1,0.002,0.002,NA,35,"Day",NA,9.04580928796673e-06,3.01806749596662,0.413569976796644,2.31551900786287,-55.31128,-41.37365,"cruise report",1.44347058311105,2.01109044402838,0.167089342077573,"JR161_218_KRA_4",-0.383450996473147,6
"2912","JR161",273,1,"2006-11-28",2006,17,"KRA",1,NA,"Copepoda indet",3,0.006,0.002,NA,35,"Night","very digested",9.04580928796673e-06,3.01806749596662,0.413569976796644,2.31551900786287,-49.96331,-37.96272,"cruise report",3.48906523436308,2.09224526435137,0.296024832626184,"JR161_273_KRA_17",-0.383450996473147,8
