"","Taxa","Group","Cruise","Event","Date","Net.number","D.N","Open.time","Close.Time","Open.depth","Close.depth","depth.covered","distance.travelled..km.","volume.filtered.in.m3..assuming.mouth.of.25m2.","X","mass..g.","N","Dry.mass....wet.mass.","mean.Individual.wet.mass..g.","mean.individual.dry.mass..g.","total.wet.mass..g.m.3.","total.dry.mass..g.","total.dry.mass..g.m.3.","total.density..ind.m.3.","total.density..ind.m.2.","Lat","Lon"
"327","Calycopsis borgrevichi","Jelly","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,4,1,4.66,4,0.1864,3.17e-05,0.1864,1.48e-06,7.94e-06,0.002339365,-57.4469,-42.6264
"328","Gnathophausia sp.","Dec","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,12,13,25,0.923076923,0.230769231,9.52e-05,3,2.38e-05,0.000103175,0.030411746,-57.4469,-42.6264
"329","Cyclothone sp.","Fish","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,28,40,33.05,0.7,0.23135,0.000222222,9.254,7.34e-05,0.00031746,0.093574603,-57.4469,-42.6264
"330","Protomyctophum bolini","Fish","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,1,1,25.4,1,0.254,7.94e-06,0.254,2.02e-06,7.94e-06,0.002339365,-57.4469,-42.6264
"331","Flatworms indet.","worm","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,4,2,15.49,2,0.3098,3.17e-05,0.6196,4.92e-06,1.59e-05,0.00467873,-57.4469,-42.6264
"332","Beroe sp.","Jelly","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,21,2,4.01,10.5,0.42105,0.000166667,0.8421,6.68e-06,1.59e-05,0.00467873,-57.4469,-42.6264
"333","Orchomene sp.","Amphipod","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,2,1,23.86,2,0.4772,1.59e-05,0.4772,3.79e-06,7.94e-06,0.002339365,-57.4469,-42.6264
"334","Bathyteuthis abyssicola","Squid","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,7,2,14.79,3.5,0.51765,5.56e-05,1.0353,8.22e-06,1.59e-05,0.00467873,-57.4469,-42.6264
"335","Psychroteuthis glacialis","Squid","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,7,2,14.79,3.5,0.51765,5.56e-05,1.0353,8.22e-06,1.59e-05,0.00467873,-57.4469,-42.6264
"336","Krefftichthys anderssoni","Fish","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,18,6,26.7,3,0.801,0.000142857,4.806,3.81e-05,4.76e-05,0.01403619,-57.4469,-42.6264
"337","Cynomacrurus piriei","Fish","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,15,4,26.7,3.75,1.00125,0.000119048,4.005,3.18e-05,3.17e-05,0.00935746,-57.4469,-42.6264
"338","Slosarczykovia circumantarctica","Squid","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,7,1,14.79,7,1.0353,5.56e-05,1.0353,8.22e-06,7.94e-06,0.002339365,-57.4469,-42.6264
"339","Medusae (clear)","Jelly","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,127,4,4.5,31.75,1.42875,0.001007937,5.715,4.54e-05,3.17e-05,0.00935746,-57.4469,-42.6264
"340","Atolla wyvillei","Jelly","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,498,16,4.92,31.125,1.53135,0.003952381,24.5016,0.000194457,0.000126984,0.037429841,-57.4469,-42.6264
"341","Parandania gigantea","Amphipod","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,7,1,23.86,7,1.6702,5.56e-05,1.6702,1.33e-05,7.94e-06,0.002339365,-57.4469,-42.6264
"342","Electrona antarctica","Fish","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,30,4,30.9,7.5,2.3175,0.000238095,9.27,7.36e-05,3.17e-05,0.00935746,-57.4469,-42.6264
"343","Lampanyctus achirus","Fish","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,9,1,26.7,9,2.403,7.14e-05,2.403,1.91e-05,7.94e-06,0.002339365,-57.4469,-42.6264
"344","Bathylagus sp.","Fish","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,69,3,13.53333333,23,3.112666667,0.000547619,9.338,7.41e-05,2.38e-05,0.007018095,-57.4469,-42.6264
"345","Acanthephyra sp.","Deca","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,25,1,13,25,3.25,0.000198413,3.25,2.58e-05,7.94e-06,0.002339365,-57.4469,-42.6264
"346","Periphylla periphylla","Jelly","JR161",157,"17/11/2006",1,"N","00:24","01:11",995.56,700.8,294.76,5.04,126000,NA,789,4,4.5,197.25,8.87625,0.006261905,35.505,0.000281786,3.17e-05,0.00935746,-57.4469,-42.6264
"347","Nipple medusae","Jelly","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,0.5,3,4.5,0.166666667,0.0075,4.72e-06,0.0225,2.12e-07,2.83e-05,0.008569811,-57.4469,-42.6264
"348","Salpa thompsoni","Jelly","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,0.5,3,4.71,0.166666667,0.00785,4.72e-06,0.02355,2.22e-07,2.83e-05,0.008569811,-57.4469,-42.6264
"349","Cyphocaris richardi","Amphipod","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,0.5,6,23.86,0.083333333,0.019883333,4.72e-06,0.1193,1.13e-06,5.66e-05,0.017139623,-57.4469,-42.6264
"350","Euphausia superba","Euphausiid","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,0.5,5,25,0.1,0.025,4.72e-06,0.125,1.18e-06,4.72e-05,0.014283019,-57.4469,-42.6264
"351","Gnathophausia sp.","Dec","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,0.5,5,25,0.1,0.025,4.72e-06,0.125,1.18e-06,4.72e-05,0.014283019,-57.4469,-42.6264
"352","Thysanoessa sp.","Euphausiid","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,0.5,4,25,0.125,0.03125,4.72e-06,0.125,1.18e-06,3.77e-05,0.011426415,-57.4469,-42.6264
"353","Eusiroides stenopleura","Amphipod","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,0.5,2,23.86,0.25,0.05965,4.72e-06,0.1193,1.13e-06,1.89e-05,0.005713208,-57.4469,-42.6264
"354","Primno macropa","Amphipod","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,0.5,2,23.86,0.25,0.05965,4.72e-06,0.1193,1.13e-06,1.89e-05,0.005713208,-57.4469,-42.6264
"355","Euphausia triacantha","Euphausiid","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,14,49,25,0.285714286,0.071428571,0.000132075,3.5,3.3e-05,0.000462264,0.139973585,-57.4469,-42.6264
"356","Pteropoda indet.","Pteropod","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,0.5,2,33,0.25,0.0825,4.72e-06,0.165,1.56e-06,1.89e-05,0.005713208,-57.4469,-42.6264
"357","Spongiobranchia sp.","Pteropod","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,0.5,2,33,0.25,0.0825,4.72e-06,0.165,1.56e-06,1.89e-05,0.005713208,-57.4469,-42.6264
"358","Chaetognaths indet.","Chaet","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,10,15,13,0.666666667,0.086666667,9.43e-05,1.3,1.23e-05,0.000141509,0.042849057,-57.4469,-42.6264
"359","Notolepis sp.","Fish","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,0.5,1,19.2,0.5,0.096,4.72e-06,0.096,9.06e-07,9.43e-06,0.002856604,-57.4469,-42.6264
"360","Eurythenes obesus","Amphipod","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,0.5,1,23.86,0.5,0.1193,4.72e-06,0.1193,1.13e-06,9.43e-06,0.002856604,-57.4469,-42.6264
"361","Pegohyperia princeps","Amphipod","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,0.5,1,23.86,0.5,0.1193,4.72e-06,0.1193,1.13e-06,9.43e-06,0.002856604,-57.4469,-42.6264
"362","Gennadus sp.","Dec","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,13,11,13,1.181818182,0.153636364,0.000122642,1.69,1.59e-05,0.000103774,0.031422642,-57.4469,-42.6264
"363","Cranchiidae indet.","Squid","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,2,1,14.79,2,0.2958,1.89e-05,0.2958,2.79e-06,9.43e-06,0.002856604,-57.4469,-42.6264
"364","Sergia sp.","Deca","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,29,8,13,3.625,0.47125,0.000273585,3.77,3.56e-05,7.55e-05,0.02285283,-57.4469,-42.6264
"365","Gigantocypris sp.","Ostracod","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,12,6,24,2,0.48,0.000113208,2.88,2.72e-05,5.66e-05,0.017139623,-57.4469,-42.6264
"366","Krefftichthys anderssoni","Fish","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,27,14,26.7,1.928571429,0.514928571,0.000254717,7.209,6.8e-05,0.000132075,0.039992453,-57.4469,-42.6264
"367","Acanthephyra sp.","Deca","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,5,1,13,5,0.65,4.72e-05,0.65,6.13e-06,9.43e-06,0.002856604,-57.4469,-42.6264
"368","Gymnoscopelus braueri","Fish","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,4,2,34,2,0.68,3.77e-05,1.36,1.28e-05,1.89e-05,0.005713208,-57.4469,-42.6264
"369","Lampanyctus achirus","Fish","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,3,1,26.7,3,0.801,2.83e-05,0.801,7.56e-06,9.43e-06,0.002856604,-57.4469,-42.6264
"370","Electrona antarctica","Fish","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,36,9,30.9,4,1.236,0.000339623,11.124,0.000104943,8.49e-05,0.025709434,-57.4469,-42.6264
"371","Bathylagus sp.","Fish","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,101,9,13.53333333,11.22222222,1.518740741,0.00095283,13.66866667,0.00012895,8.49e-05,0.025709434,-57.4469,-42.6264
"372","Atolla wyvillei","Jelly","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,219,7,4.92,31.28571429,1.539257143,0.002066038,10.7748,0.000101649,6.6e-05,0.019996226,-57.4469,-42.6264
"373","Gymnoscopelus piabilis","Fish","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,33,5,32.46,6.6,2.14236,0.000311321,10.7118,0.000101055,4.72e-05,0.014283019,-57.4469,-42.6264
"374","Borostomias antarcticus","Fish","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,33,2,26.7,16.5,4.4055,0.000311321,8.811,8.31e-05,1.89e-05,0.005713208,-57.4469,-42.6264
"375","Paradiplospinus gracilis","Fish","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,23,1,30.9,23,7.107,0.000216981,7.107,6.7e-05,9.43e-06,0.002856604,-57.4469,-42.6264
"376","Periphylla periphylla","Jelly","JR161",157,"17/11/2006",2,"N","01:12","01:53",702.7,399.9,302.8,4.24,106000,NA,1933,10,4.5,193.3,8.6985,0.018235849,86.985,0.000820613,9.43e-05,0.028566038,-57.4469,-42.6264
"377","Cyphocaris richardi","Amphipod","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,0.5,6,23.86,0.083333333,0.019883333,4.91e-06,0.1193,1.17e-06,5.9e-05,0.011616708,-57.27877,-42.7514
"378","Diphyes sp. 1","Jelly","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,0.5,1,4.56,0.5,0.0228,4.91e-06,0.0228,2.24e-07,9.83e-06,0.001936118,-57.27877,-42.7514
"379","Calycopsis borgrevichi","Jelly","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,0.5,1,4.66,0.5,0.0233,4.91e-06,0.0233,2.29e-07,9.83e-06,0.001936118,-57.27877,-42.7514
"380","Salpa thompsoni","Jelly","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,0.5,1,4.71,0.5,0.02355,4.91e-06,0.02355,2.31e-07,9.83e-06,0.001936118,-57.27877,-42.7514
"381","Parandania boecki","Amphipod","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,0.5,5,23.86,0.1,0.02386,4.91e-06,0.1193,1.17e-06,4.91e-05,0.00968059,-57.27877,-42.7514
"382","Themisto gaudichaudii","Amphipod","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,0.5,3,23.86,0.166666667,0.039766667,4.91e-06,0.1193,1.17e-06,2.95e-05,0.005808354,-57.27877,-42.7514
"383","Euphausia superba","Euphausiid","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,0.5,3,25,0.166666667,0.041666667,4.91e-06,0.125,1.23e-06,2.95e-05,0.005808354,-57.27877,-42.7514
"384","Decapod larvae Type 1","Deca","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,0.5,1,13,0.5,0.065,4.91e-06,0.065,6.39e-07,9.83e-06,0.001936118,-57.27877,-42.7514
"385","Euphausia triacantha","Euphausiid","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,12,39,25,0.307692308,0.076923077,0.000117936,3,2.95e-05,0.000383292,0.0755086,-57.27877,-42.7514
"386","Hyperia spinigera","Amphipod","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,0.5,1,23.86,0.5,0.1193,4.91e-06,0.1193,1.17e-06,9.83e-06,0.001936118,-57.27877,-42.7514
"387","Gigantocypris sp.","Ostracod","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,0.5,1,24,0.5,0.12,4.91e-06,0.12,1.18e-06,9.83e-06,0.001936118,-57.27877,-42.7514
"388","Thysanoessa sp.","Euphausiid","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,0.5,1,25,0.5,0.125,4.91e-06,0.125,1.23e-06,9.83e-06,0.001936118,-57.27877,-42.7514
"389","Sergia sp.","Deca","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,1,1,13,1,0.13,9.83e-06,0.13,1.28e-06,9.83e-06,0.001936118,-57.27877,-42.7514
"390","Protomyctophum bolini","Fish","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,13,18,25.4,0.722222222,0.183444444,0.000127764,3.302,3.25e-05,0.000176904,0.034850123,-57.27877,-42.7514
"391","Electrona antarctica","Fish","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,100,24,30.9,4.166666667,1.2875,0.000982801,30.9,0.000303686,0.000235872,0.04646683,-57.27877,-42.7514
"392","Atolla wyvillei","Jelly","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,148,5,4.92,29.6,1.45632,0.001454545,7.2816,7.16e-05,4.91e-05,0.00968059,-57.27877,-42.7514
"393","Periphylla periphylla","Jelly","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,66,2,4.5,33,1.485,0.000648649,2.97,2.92e-05,1.97e-05,0.003872236,-57.27877,-42.7514
"394","Bathylagus sp.","Fish","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,132,11,13.53333333,12,1.624,0.001297297,17.864,0.000175568,0.000108108,0.021297297,-57.27877,-42.7514
"395","Krefftichthys anderssoni","Fish","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,13,2,26.7,6.5,1.7355,0.000127764,3.471,3.41e-05,1.97e-05,0.003872236,-57.27877,-42.7514
"396","Gymnoscopelus braueri","Fish","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,150,24,34,6.25,2.125,0.001474201,51,0.000501229,0.000235872,0.04646683,-57.27877,-42.7514
"397","Slosarczykovia circumantarctica","Squid","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,22,1,14.79,22,3.2538,0.000216216,3.2538,3.2e-05,9.83e-06,0.001936118,-57.27877,-42.7514
"398","Lampanyctus achirus","Fish","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,14,1,26.7,14,3.738,0.000137592,3.738,3.67e-05,9.83e-06,0.001936118,-57.27877,-42.7514
"399","Borostomias antarcticus","Fish","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,28,1,26.7,28,7.476,0.000275184,7.476,7.35e-05,9.83e-06,0.001936118,-57.27877,-42.7514
"400","Gymnoscopelus nicholsi","Fish","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,32,1,40.4,32,12.928,0.000314496,12.928,0.000127057,9.83e-06,0.001936118,-57.27877,-42.7514
"401","Stygiomedusa gigantea","Jelly","JR161",159,"17/11/2006",1,"N","04:02","04:37",399,202,197,4.07,101750,NA,1036,1,4.5,1036,46.62,0.010181818,46.62,0.000458182,9.83e-06,0.001936118,-57.27877,-42.7514
"402","Decapod larvae Type 1","Deca","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,0.5,3,13,0.166666667,0.021666667,4.58e-06,0.065,5.95e-07,2.75e-05,0.005189931,-57.27877,-42.7514
"403","Cyllopus magellanicus","Amphipod","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,0.5,5,23.86,0.1,0.02386,4.58e-06,0.1193,1.09e-06,4.58e-05,0.008649886,-57.27877,-42.7514
"404","Thysanoessa sp.","Euphausiid","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,4,36,25,0.111111111,0.027777778,3.66e-05,1,9.15e-06,0.000329519,0.062279176,-57.27877,-42.7514
"405","Diphyes sp. 1","Jelly","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,38,60,4.56,0.633333333,0.02888,0.000347826,1.7328,1.59e-05,0.000549199,0.103798627,-57.27877,-42.7514
"406","Euphausia frigida","Euphausiid","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,0.5,4,25,0.125,0.03125,4.58e-06,0.125,1.14e-06,3.66e-05,0.006919908,-57.27877,-42.7514
"407","Salpa thompsoni","Jelly","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,100,114,4.71,0.877192982,0.041315789,0.000915332,4.71,4.31e-05,0.001043478,0.197217391,-57.27877,-42.7514
"408","Notolepis sp.","Fish","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,0.5,2,19.2,0.25,0.048,4.58e-06,0.096,8.79e-07,1.83e-05,0.003459954,-57.27877,-42.7514
"409","Euphausia triacantha","Euphausiid","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,28,97,25,0.288659794,0.072164948,0.000256293,7,6.41e-05,0.000887872,0.16780778,-57.27877,-42.7514
"410","Tomopteris sp.","worm","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,0.5,1,15.49,0.5,0.07745,4.58e-06,0.07745,7.09e-07,9.15e-06,0.001729977,-57.27877,-42.7514
"411","Calycopsis borgrevichi","Jelly","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,57,30,4.66,1.9,0.08854,0.000521739,2.6562,2.43e-05,0.0002746,0.051899314,-57.27877,-42.7514
"412","Chaetognaths indet.","Chaet","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,6,8,13,0.75,0.0975,5.49e-05,0.78,7.14e-06,7.32e-05,0.013839817,-57.27877,-42.7514
"413","Protomyctophum tenisoni","Fish","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,0.5,1,27.8,0.5,0.139,4.58e-06,0.139,1.27e-06,9.15e-06,0.001729977,-57.27877,-42.7514
"414","Clio sp.","Pteropod","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,0.5,1,33,0.5,0.165,4.58e-06,0.165,1.51e-06,9.15e-06,0.001729977,-57.27877,-42.7514
"415","Spongiobranchia sp.","Pteropod","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,0.5,1,33,0.5,0.165,4.58e-06,0.165,1.51e-06,9.15e-06,0.001729977,-57.27877,-42.7514
"416","Euphausia superba","Euphausiid","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,45,59,25,0.762711864,0.190677966,0.000411899,11.25,0.000102975,0.000540046,0.10206865,-57.27877,-42.7514
"417","Bathylagus sp.","Fish","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,46,10,13.53333333,4.6,0.622533333,0.000421053,6.225333333,5.7e-05,9.15e-05,0.017299771,-57.27877,-42.7514
"418","Slosarczykovia circumantarctica","Squid","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,10,2,14.79,5,0.7395,9.15e-05,1.479,1.35e-05,1.83e-05,0.003459954,-57.27877,-42.7514
"419","Krefftichthys anderssoni","Fish","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,11,2,26.7,5.5,1.4685,0.000100686,2.937,2.69e-05,1.83e-05,0.003459954,-57.27877,-42.7514
"420","Gymnoscopelus braueri","Fish","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,211,34,34,6.205882353,2.11,0.00193135,71.74,0.000656659,0.000311213,0.058819222,-57.27877,-42.7514
"421","Electrona antarctica","Fish","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,137,17,30.9,8.058823529,2.490176471,0.001254005,42.333,0.000387487,0.000155606,0.029409611,-57.27877,-42.7514
"422","Benthalbella elongata","Fish","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,29,1,23,29,6.67,0.000265446,6.67,6.11e-05,9.15e-06,0.001729977,-57.27877,-42.7514
"423","Gymnoscopelus nicholsi","Fish","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,105,4,40.4,26.25,10.605,0.000961098,42.42,0.000388284,3.66e-05,0.006919908,-57.27877,-42.7514
"424","Icichthys australis","Fish","JR161",159,"17/11/2006",2,"N","04:38","05:14",203,14,189,4.37,109250,NA,481,1,26.7,481,128.427,0.004402746,128.427,0.001175533,9.15e-06,0.001729977,-57.27877,-42.7514
"425","Salpa thompsoni","Jelly","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,0.5,5,4.71,0.1,0.00471,5.52e-06,0.02355,2.6e-07,5.52e-05,0.016430939,-55.20644,-41.2513
"426","Chaetognaths indet.","Chaet","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,1,15,13,0.066666667,0.008666667,1.1e-05,0.13,1.44e-06,0.000165746,0.049292818,-55.20644,-41.2513
"427","Sergia sp.","Deca","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,0.5,4,13,0.125,0.01625,5.52e-06,0.065,7.18e-07,4.42e-05,0.013144751,-55.20644,-41.2513
"428","Medusea (red)","Jelly","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,0.5,1,4.5,0.5,0.0225,5.52e-06,0.0225,2.49e-07,1.1e-05,0.003286188,-55.20644,-41.2513
"429","Cyphocaris richardi","Amphipod","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,0.5,5,23.86,0.1,0.02386,5.52e-06,0.1193,1.32e-06,5.52e-05,0.016430939,-55.20644,-41.2513
"430","Parandania boecki","Amphipod","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,0.5,5,23.86,0.1,0.02386,5.52e-06,0.1193,1.32e-06,5.52e-05,0.016430939,-55.20644,-41.2513
"431","Euphausia triacantha","Euphausiid","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,1,8,25,0.125,0.03125,1.1e-05,0.25,2.76e-06,8.84e-05,0.026289503,-55.20644,-41.2513
"432","Gnathophausia sp.","Dec","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,1,8,25,0.125,0.03125,1.1e-05,0.25,2.76e-06,8.84e-05,0.026289503,-55.20644,-41.2513
"433","Flatworms indet.","worm","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,0.5,2,15.49,0.25,0.038725,5.52e-06,0.07745,8.56e-07,2.21e-05,0.006572376,-55.20644,-41.2513
"434","Thysanoessa sp.","Euphausiid","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,0.5,3,25,0.166666667,0.041666667,5.52e-06,0.125,1.38e-06,3.31e-05,0.009858564,-55.20644,-41.2513
"435","Sergestid sp.","Deca","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,1,3,13,0.333333333,0.043333333,1.1e-05,0.13,1.44e-06,3.31e-05,0.009858564,-55.20644,-41.2513
"436","Eusiroides stenopleura","Amphipod","JR161",199,"20/11/2006",1,"N","23:19","00:04 (20th)",1000,702.6,297.4,3.62,90500,NA,0.5,2,23.86,0.25,0.05965,5.52e-06,0.1193,1.32e-06,2.21e-05,0.006572376,-55.20644,-41.2513
