"","Taxa","Group","Cruise","Event","Date","Net.number","D.N","Open.time","Close.Time","Open.depth","Close.depth","depth.covered","distance.travelled..km.","volume.filtered.in.m3..assuming.mouth.of.25m2.","X","mass..g.","N","Dry.mass....wet.mass.","mean.Individual.wet.mass..g.","mean.individual.dry.mass..g.","total.wet.mass..g.m.3.","total.dry.mass..g.","total.dry.mass..g.m.3.","total.density..ind.m.3.","total.density..ind.m.2.","Lat","Lon"
"225","Atolla wyvillei","Jelly","JR200",82,"23/03/2009",1,"N","05:07","05:52",1003.2,688.1,315.1,3.91,97750,NA,481,20,4.92,24.05,1.18326,0.004920716,23.6652,0.000242099,0.000204604,0.064470588,-58.07108,-43.0157
"226","Bathyteuthis abyssicola","Squid","JR200",82,"23/03/2009",1,"N","05:07","05:52",1003.2,688.1,315.1,3.91,97750,NA,9,1,14.79,9,1.3311,9.21e-05,1.3311,1.36e-05,1.02e-05,0.003223529,-58.07108,-43.0157
"227","Bathylagus sp.","Fish","JR200",82,"23/03/2009",1,"N","05:07","05:52",1003.2,688.1,315.1,3.91,97750,NA,133,10,13.53333333,13.3,1.799933333,0.001360614,17.99933333,0.000184136,0.000102302,0.032235294,-58.07108,-43.0157
"228","Electrona antarctica","Fish","JR200",82,"23/03/2009",1,"N","05:07","05:52",1003.2,688.1,315.1,3.91,97750,NA,42,7,30.9,6,1.854,0.000429668,12.978,0.000132767,7.16e-05,0.022564706,-58.07108,-43.0157
"229","Lampanyctus achirus","Fish","JR200",82,"23/03/2009",1,"N","05:07","05:52",1003.2,688.1,315.1,3.91,97750,NA,38,2,26.7,19,5.073,0.000388747,10.146,0.000103795,2.05e-05,0.006447059,-58.07108,-43.0157
"230","Poromitra crassiceps","Fish","JR200",82,"23/03/2009",1,"N","05:07","05:52",1003.2,688.1,315.1,3.91,97750,NA,21,1,26.7,21,5.607,0.000214834,5.607,5.74e-05,1.02e-05,0.003223529,-58.07108,-43.0157
"231","Stomidae sp.","Fish","JR200",82,"23/03/2009",1,"N","05:07","05:52",1003.2,688.1,315.1,3.91,97750,NA,25,1,26.7,25,6.675,0.000255754,6.675,6.83e-05,1.02e-05,0.003223529,-58.07108,-43.0157
"232","Diphyes sp. 1","Jelly","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,0.5,1,4.56,0.5,0.0228,4.84e-06,0.0228,2.21e-07,9.69e-06,0.002868765,-58.07108,-43.0157
"233","Cyllopus lucasi","Amphipod","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,0.5,2,23.86,0.25,0.05965,4.84e-06,0.1193,1.16e-06,1.94e-05,0.00573753,-58.07108,-43.0157
"234","Calycopsis borgrevichi","Jelly","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,16,11,4.66,1.454545455,0.067781818,0.000154964,0.7456,7.22e-06,0.000106538,0.031556416,-58.07108,-43.0157
"235","Parandania boecki","Amphipod","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,1,3,23.86,0.333333333,0.079533333,9.69e-06,0.2386,2.31e-06,2.91e-05,0.008606295,-58.07108,-43.0157
"236","Euphausia triacantha","Euphausiid","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,18,52,25,0.346153846,0.086538462,0.000174334,4.5,4.36e-05,0.000503632,0.149175787,-58.07108,-43.0157
"237","Notolepis sp. (larvae)","Fish","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,0.5,1,19.2,0.5,0.096,4.84e-06,0.096,9.3e-07,9.69e-06,0.002868765,-58.07108,-43.0157
"238","Sarcotietes scopeli","Unknown","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,0.5,1,20,0.5,0.1,4.84e-06,0.1,9.69e-07,9.69e-06,0.002868765,-58.07108,-43.0157
"239","Salpa thompsoni","Jelly","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,2575,1109,4.71,2.321911632,0.109362038,0.024939467,121.2825,0.001174649,0.01074092,3.181460533,-58.07108,-43.0157
"240","Themisto gaudichaudii","Amphipod","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,0.5,1,23.86,0.5,0.1193,4.84e-06,0.1193,1.16e-06,9.69e-06,0.002868765,-58.07108,-43.0157
"241","Cyphocaris richardi","Amphipod","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,4,8,23.86,0.5,0.1193,3.87e-05,0.9544,9.24e-06,7.75e-05,0.022950121,-58.07108,-43.0157
"242","Gigantocypris muelleri","Ostracod","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,1,2,24,0.5,0.12,9.69e-06,0.24,2.32e-06,1.94e-05,0.00573753,-58.07108,-43.0157
"243","Euphausia frigida","Euphausiid","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,0.5,1,25,0.5,0.125,4.84e-06,0.125,1.21e-06,9.69e-06,0.002868765,-58.07108,-43.0157
"244","Neognathophausia gigas","Dec","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,0.5,1,25,0.5,0.125,4.84e-06,0.125,1.21e-06,9.69e-06,0.002868765,-58.07108,-43.0157
"245","Clear Jellyfish (unknown)","Jelly","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,3,1,4.5,3,0.135,2.91e-05,0.135,1.31e-06,9.69e-06,0.002868765,-58.07108,-43.0157
"246","Pasiphaea scotiae","Deca","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,8,5,13,1.6,0.208,7.75e-05,1.04,1.01e-05,4.84e-05,0.014343826,-58.07108,-43.0157
"247","Euphausia superba","Euphausiid","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,1,1,25,1,0.25,9.69e-06,0.25,2.42e-06,9.69e-06,0.002868765,-58.07108,-43.0157
"248","Gymnoscopelus braueri","Fish","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,4,2,34,2,0.68,3.87e-05,1.36,1.32e-05,1.94e-05,0.00573753,-58.07108,-43.0157
"249","Periphylla periphylla","Jelly","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,16,1,4.5,16,0.72,0.000154964,0.72,6.97e-06,9.69e-06,0.002868765,-58.07108,-43.0157
"250","Bathylagus sp.","Fish","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,99,17,13.53333333,5.823529412,0.788117647,0.000958838,13.398,0.000129763,0.000164649,0.048769007,-58.07108,-43.0157
"251","Nansenia antarctica","Fish","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,3,1,26.7,3,0.801,2.91e-05,0.801,7.76e-06,9.69e-06,0.002868765,-58.07108,-43.0157
"252","Electrona antarctica","Fish","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,64,21,30.9,3.047619048,0.941714286,0.000619855,19.776,0.000191535,0.00020339,0.060244068,-58.07108,-43.0157
"253","Atolla wyvillei","Jelly","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,120,6,4.92,20,0.984,0.001162228,5.904,5.72e-05,5.81e-05,0.017212591,-58.07108,-43.0157
"254","Electrona carlsbergi","Fish","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,7,1,30.9,7,2.163,6.78e-05,2.163,2.09e-05,9.69e-06,0.002868765,-58.07108,-43.0157
"255","Benthalbella macropinna","Fish","JR200",82,"23/03/2009",2,"N","05:53","06:38",696.1,399.9,296.2,4.13,103250,NA,24,1,23,24,5.52,0.000232446,5.52,5.35e-05,9.69e-06,0.002868765,-58.07108,-43.0157
"256","Diphyes sp. 2","Jelly","JR200",100,"25/03/2009",1,"N","01:14","01:44",401,198,203,2.3,57500,NA,0.5,1,4.56,0.5,0.0228,8.7e-06,0.0228,3.97e-07,1.74e-05,0.003530435,-58.02862,-42.9812
"257","Diphyes sp. 1","Jelly","JR200",100,"25/03/2009",1,"N","01:14","01:44",401,198,203,2.3,57500,NA,12,16,4.56,0.75,0.0342,0.000208696,0.5472,9.52e-06,0.000278261,0.056486957,-58.02862,-42.9812
"258","Euphausia triacantha","Euphausiid","JR200",100,"25/03/2009",1,"N","01:14","01:44",401,198,203,2.3,57500,NA,4,12,25,0.333333333,0.083333333,6.96e-05,1,1.74e-05,0.000208696,0.042365217,-58.02862,-42.9812
"259","Calycopsis borgrevichi","Jelly","JR200",100,"25/03/2009",1,"N","01:14","01:44",401,198,203,2.3,57500,NA,8,4,4.66,2,0.0932,0.00013913,0.3728,6.48e-06,6.96e-05,0.014121739,-58.02862,-42.9812
"260","Salpa thompsoni","Jelly","JR200",100,"25/03/2009",1,"N","01:14","01:44",401,198,203,2.3,57500,NA,33494,14748,4.71,2.271087605,0.106968226,0.582504348,1577.5674,0.027435955,0.256486957,52.06685217,-58.02862,-42.9812
"261","Parandania boecki","Amphipod","JR200",100,"25/03/2009",1,"N","01:14","01:44",401,198,203,2.3,57500,NA,0.5,1,23.86,0.5,0.1193,8.7e-06,0.1193,2.07e-06,1.74e-05,0.003530435,-58.02862,-42.9812
"262","Euphausia superba","Euphausiid","JR200",100,"25/03/2009",1,"N","01:14","01:44",401,198,203,2.3,57500,NA,3,3,25,1,0.25,5.22e-05,0.75,1.3e-05,5.22e-05,0.010591304,-58.02862,-42.9812
"263","Protomyctophum bolini","Fish","JR200",100,"25/03/2009",1,"N","01:14","01:44",401,198,203,2.3,57500,NA,9,5,25.4,1.8,0.4572,0.000156522,2.286,3.98e-05,8.7e-05,0.017652174,-58.02862,-42.9812
"264","Electrona antarctica","Fish","JR200",100,"25/03/2009",1,"N","01:14","01:44",401,198,203,2.3,57500,NA,10,4,30.9,2.5,0.7725,0.000173913,3.09,5.37e-05,6.96e-05,0.014121739,-58.02862,-42.9812
"265","Electrona carlsbergi","Fish","JR200",100,"25/03/2009",1,"N","01:14","01:44",401,198,203,2.3,57500,NA,7,1,30.9,7,2.163,0.000121739,2.163,3.76e-05,1.74e-05,0.003530435,-58.02862,-42.9812
"266","Gymnoscopelus braueri","Fish","JR200",100,"25/03/2009",1,"N","01:14","01:44",401,198,203,2.3,57500,NA,140,19,34,7.368421053,2.505263158,0.002434783,47.6,0.000827826,0.000330435,0.067078261,-58.02862,-42.9812
"267","Benthalbella elongata","Fish","JR200",100,"25/03/2009",1,"N","01:14","01:44",401,198,203,2.3,57500,NA,37,1,23,37,8.51,0.000643478,8.51,0.000148,1.74e-05,0.003530435,-58.02862,-42.9812
"268","Notolepis coatsi","Fish","JR200",100,"25/03/2009",1,"N","01:14","01:44",401,198,203,2.3,57500,NA,67,1,19.2,67,12.864,0.001165217,12.864,0.000223722,1.74e-05,0.003530435,-58.02862,-42.9812
"269","Diphyes sp. 1","Jelly","JR200",100,"25/03/2009",2,"N","01:45","02:18",205,25,180,2.55,63750,NA,9,13,4.56,0.692307692,0.031569231,0.000141176,0.4104,6.44e-06,0.000203922,0.036705882,-58.02862,-42.9812
"270","Euphausia triacantha","Euphausiid","JR200",100,"25/03/2009",2,"N","01:45","02:18",205,25,180,2.55,63750,NA,12,48,25,0.25,0.0625,0.000188235,3,4.71e-05,0.000752941,0.135529412,-58.02862,-42.9812
"271","Calycopsis borgrevichi","Jelly","JR200",100,"25/03/2009",2,"N","01:45","02:18",205,25,180,2.55,63750,NA,26,11,4.66,2.363636364,0.110145455,0.000407843,1.2116,1.9e-05,0.000172549,0.031058824,-58.02862,-42.9812
"272","Salpa thompsoni","Jelly","JR200",100,"25/03/2009",2,"N","01:45","02:18",205,25,180,2.55,63750,NA,21567,9036,4.71,2.386786189,0.112417629,0.338305882,1015.8057,0.015934207,0.141741176,25.51341176,-58.02862,-42.9812
"273","Cyllopus lucasi","Amphipod","JR200",100,"25/03/2009",2,"N","01:45","02:18",205,25,180,2.55,63750,NA,1,2,23.86,0.5,0.1193,1.57e-05,0.2386,3.74e-06,3.14e-05,0.005647059,-58.02862,-42.9812
"274","Themisto gaudichaudii","Amphipod","JR200",100,"25/03/2009",2,"N","01:45","02:18",205,25,180,2.55,63750,NA,0.5,1,23.86,0.5,0.1193,7.84e-06,0.1193,1.87e-06,1.57e-05,0.002823529,-58.02862,-42.9812
"275","Parandania boecki","Amphipod","JR200",100,"25/03/2009",2,"N","01:45","02:18",205,25,180,2.55,63750,NA,0.5,1,23.86,0.5,0.1193,7.84e-06,0.1193,1.87e-06,1.57e-05,0.002823529,-58.02862,-42.9812
"276","Thysanoessa sp.","Euphausiid","JR200",100,"25/03/2009",2,"N","01:45","02:18",205,25,180,2.55,63750,NA,0.5,1,25,0.5,0.125,7.84e-06,0.125,1.96e-06,1.57e-05,0.002823529,-58.02862,-42.9812
"277","Euphausia superba","Euphausiid","JR200",100,"25/03/2009",2,"N","01:45","02:18",205,25,180,2.55,63750,NA,5,7,25,0.714285714,0.178571429,7.84e-05,1.25,1.96e-05,0.000109804,0.019764706,-58.02862,-42.9812
"278","Slosarczykovia circumantarctica","Squid","JR200",100,"25/03/2009",2,"N","01:45","02:18",205,25,180,2.55,63750,NA,3,1,14.79,3,0.4437,4.71e-05,0.4437,6.96e-06,1.57e-05,0.002823529,-58.02862,-42.9812
"279","Gymnoscopelus fraseri","Fish","JR200",100,"25/03/2009",2,"N","01:45","02:18",205,25,180,2.55,63750,NA,3,1,32.46,3,0.9738,4.71e-05,0.9738,1.53e-05,1.57e-05,0.002823529,-58.02862,-42.9812
"280","Electrona antarctica","Fish","JR200",100,"25/03/2009",2,"N","01:45","02:18",205,25,180,2.55,63750,NA,160,35,30.9,4.571428571,1.412571429,0.002509804,49.44,0.000775529,0.00054902,0.098823529,-58.02862,-42.9812
"281","Gymnoscopelus braueri","Fish","JR200",100,"25/03/2009",2,"N","01:45","02:18",205,25,180,2.55,63750,NA,157,35,34,4.485714286,1.525142857,0.002462745,53.38,0.000837333,0.00054902,0.098823529,-58.02862,-42.9812
"282","Diphyes sp. 1","Jelly","JR200",115,"27/03/2009",1,"N","02:37","03:08",406,201,205,1.92,48000,NA,0.5,1,4.56,0.5,0.0228,1.04e-05,0.0228,4.75e-07,2.08e-05,0.004270833,-56.80961,-42.2164
"283","Themisto gaudichaudii","Amphipod","JR200",115,"27/03/2009",1,"N","02:37","03:08",406,201,205,1.92,48000,NA,0.5,3,23.86,0.166666667,0.039766667,1.04e-05,0.1193,2.49e-06,6.25e-05,0.0128125,-56.80961,-42.2164
"284","Euphausia triacantha","Euphausiid","JR200",115,"27/03/2009",1,"N","02:37","03:08",406,201,205,1.92,48000,NA,8,27,25,0.296296296,0.074074074,0.000166667,2,4.17e-05,0.0005625,0.1153125,-56.80961,-42.2164
"285","Calycopsis borgrevichi","Jelly","JR200",115,"27/03/2009",1,"N","02:37","03:08",406,201,205,1.92,48000,NA,8,4,4.66,2,0.0932,0.000166667,0.3728,7.77e-06,8.33e-05,0.017083333,-56.80961,-42.2164
"286","Salpa thompsoni","Jelly","JR200",115,"27/03/2009",1,"N","02:37","03:08",406,201,205,1.92,48000,NA,12630,5188,4.71,2.434464148,0.114663261,0.263125,594.873,0.012393188,0.108083333,22.15708333,-56.80961,-42.2164
"287","Cyphocaris richardi","Amphipod","JR200",115,"27/03/2009",1,"N","02:37","03:08",406,201,205,1.92,48000,NA,0.5,1,23.86,0.5,0.1193,1.04e-05,0.1193,2.49e-06,2.08e-05,0.004270833,-56.80961,-42.2164
"288","Gigantocypris muelleri","Ostracod","JR200",115,"27/03/2009",1,"N","02:37","03:08",406,201,205,1.92,48000,NA,0.5,1,24,0.5,0.12,1.04e-05,0.12,2.5e-06,2.08e-05,0.004270833,-56.80961,-42.2164
"289","Bathylagus sp.","Fish","JR200",115,"27/03/2009",1,"N","02:37","03:08",406,201,205,1.92,48000,NA,138,12,13.53333333,11.5,1.556333333,0.002875,18.676,0.000389083,0.00025,0.05125,-56.80961,-42.2164
"290","Gymnoscopelus fraseri","Fish","JR200",115,"27/03/2009",1,"N","02:37","03:08",406,201,205,1.92,48000,NA,5,1,32.46,5,1.623,0.000104167,1.623,3.38e-05,2.08e-05,0.004270833,-56.80961,-42.2164
"291","Electrona carlsbergi","Fish","JR200",115,"27/03/2009",1,"N","02:37","03:08",406,201,205,1.92,48000,NA,79,12,30.9,6.583333333,2.03425,0.001645833,24.411,0.000508563,0.00025,0.05125,-56.80961,-42.2164
"292","Electrona antarctica","Fish","JR200",115,"27/03/2009",1,"N","02:37","03:08",406,201,205,1.92,48000,NA,37,5,30.9,7.4,2.2866,0.000770833,11.433,0.000238188,0.000104167,0.021354167,-56.80961,-42.2164
"293","Gymnoscopelus braueri","Fish","JR200",115,"27/03/2009",1,"N","02:37","03:08",406,201,205,1.92,48000,NA,36,3,34,12,4.08,0.00075,12.24,0.000255,6.25e-05,0.0128125,-56.80961,-42.2164
"294","Benthalbella macropinna","Fish","JR200",115,"27/03/2009",1,"N","02:37","03:08",406,201,205,1.92,48000,NA,25,1,23,25,5.75,0.000520833,5.75,0.000119792,2.08e-05,0.004270833,-56.80961,-42.2164
"295","Diphyes sp. 1","Jelly","JR200",115,"27/03/2009",2,"N","03:09","03:31",211,52,159,1.37,34250,NA,0.5,1,4.56,0.5,0.0228,1.46e-05,0.0228,6.66e-07,2.92e-05,0.004642336,-56.80961,-42.2164
"296","Themisto gaudichaudii","Amphipod","JR200",115,"27/03/2009",2,"N","03:09","03:31",211,52,159,1.37,34250,NA,3,15,23.86,0.2,0.04772,8.76e-05,0.7158,2.09e-05,0.000437956,0.069635036,-56.80961,-42.2164
"297","Euphausia triacantha","Euphausiid","JR200",115,"27/03/2009",2,"N","03:09","03:31",211,52,159,1.37,34250,NA,153,650,25,0.235384615,0.058846154,0.004467153,38.25,0.001116788,0.018978102,3.017518248,-56.80961,-42.2164
"298","Cyllopus magellanicus","Amphipod","JR200",115,"27/03/2009",2,"N","03:09","03:31",211,52,159,1.37,34250,NA,0.5,2,23.86,0.25,0.05965,1.46e-05,0.1193,3.48e-06,5.84e-05,0.009284672,-56.80961,-42.2164
"299","Thysanoessa sp.","Euphausiid","JR200",115,"27/03/2009",2,"N","03:09","03:31",211,52,159,1.37,34250,NA,0.5,2,25,0.25,0.0625,1.46e-05,0.125,3.65e-06,5.84e-05,0.009284672,-56.80961,-42.2164
"300","Sagitta sp.","Chaet","JR200",115,"27/03/2009",2,"N","03:09","03:31",211,52,159,1.37,34250,NA,0.5,1,13,0.5,0.065,1.46e-05,0.065,1.9e-06,2.92e-05,0.004642336,-56.80961,-42.2164
"301","Sibogita sp.","Jelly","JR200",115,"27/03/2009",2,"N","03:09","03:31",211,52,159,1.37,34250,NA,3,2,4.5,1.5,0.0675,8.76e-05,0.135,3.94e-06,5.84e-05,0.009284672,-56.80961,-42.2164
"302","Slosarczykovia circumantarctica","Squid","JR200",115,"27/03/2009",2,"N","03:09","03:31",211,52,159,1.37,34250,NA,18,32,14.79,0.5625,0.08319375,0.000525547,2.6622,7.77e-05,0.000934307,0.148554745,-56.80961,-42.2164
"303","Calycopsis borgrevichi","Jelly","JR200",115,"27/03/2009",2,"N","03:09","03:31",211,52,159,1.37,34250,NA,54,25,4.66,2.16,0.100656,0.001576642,2.5164,7.35e-05,0.000729927,0.116058394,-56.80961,-42.2164
"304","Salpa thompsoni","Jelly","JR200",115,"27/03/2009",2,"N","03:09","03:31",211,52,159,1.37,34250,NA,8899,3861,4.71,2.304843305,0.10855812,0.259824818,419.1429,0.012237749,0.112729927,17.92405839,-56.80961,-42.2164
"305","Gymnoscopelus braueri","Fish","JR200",115,"27/03/2009",2,"N","03:09","03:31",211,52,159,1.37,34250,NA,137,49,34,2.795918367,0.950612245,0.004,46.58,0.00136,0.001430657,0.227474453,-56.80961,-42.2164
"306","Electrona antarctica","Fish","JR200",115,"27/03/2009",2,"N","03:09","03:31",211,52,159,1.37,34250,NA,68,22,30.9,3.090909091,0.955090909,0.001985401,21.012,0.000613489,0.000642336,0.102131387,-56.80961,-42.2164
"307","Electrona carlsbergi","Fish","JR200",115,"27/03/2009",2,"N","03:09","03:31",211,52,159,1.37,34250,NA,26,4,30.9,6.5,2.0085,0.000759124,8.034,0.000234569,0.000116788,0.018569343,-56.80961,-42.2164
"308","Diphyes sp. 1","Jelly","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,1,1,4.56,1,0.0456,1.42e-05,0.0456,6.47e-07,1.42e-05,0.004374468,-56.76504,-42.1595
"309","Cyllopus magellanicus","Amphipod","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,1,4,23.86,0.25,0.05965,1.42e-05,0.2386,3.38e-06,5.67e-05,0.017497872,-56.76504,-42.1595
"310","Hippopodiidae (nipple sp.1)","Jelly","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,7,4,4.5,1.75,0.07875,9.93e-05,0.315,4.47e-06,5.67e-05,0.017497872,-56.76504,-42.1595
"311","Euphausia triacantha","Euphausiid","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,18,56,25,0.321428571,0.080357143,0.000255319,4.5,6.38e-05,0.000794326,0.244970213,-56.76504,-42.1595
"312","Salpa thompsoni","Jelly","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,1842,842,4.71,2.187648456,0.103038242,0.02612766,86.7582,0.001230613,0.011943262,3.683302128,-56.76504,-42.1595
"313","Gennadus sp.","Dec","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,8,9,13,0.888888889,0.115555556,0.000113475,1.04,1.48e-05,0.00012766,0.039370213,-56.76504,-42.1595
"314","Pasiphaea scotiae","Deca","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,7,7,13,1,0.13,9.93e-05,0.91,1.29e-05,9.93e-05,0.030621277,-56.76504,-42.1595
"315","Clear jellyfish (brown fringe) unknown","Jelly","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,8,2,4.5,4,0.18,0.000113475,0.36,5.11e-06,2.84e-05,0.008748936,-56.76504,-42.1595
"316","Gymnoscopelus nicholsi","Fish","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,1,2,40.4,0.5,0.202,1.42e-05,0.404,5.73e-06,2.84e-05,0.008748936,-56.76504,-42.1595
"317","Hippopodiidae (flat sp.2)","Jelly","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,9,2,4.5,4.5,0.2025,0.00012766,0.405,5.74e-06,2.84e-05,0.008748936,-56.76504,-42.1595
"318","Pegohyperia princeps","Amphipod","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,1,1,23.86,1,0.2386,1.42e-05,0.2386,3.38e-06,1.42e-05,0.004374468,-56.76504,-42.1595
"319","Themisto gaudichaudii","Amphipod","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,1,1,23.86,1,0.2386,1.42e-05,0.2386,3.38e-06,1.42e-05,0.004374468,-56.76504,-42.1595
"320","Neognathophausia gigas","Dec","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,5,4,25,1.25,0.3125,7.09e-05,1.25,1.77e-05,5.67e-05,0.017497872,-56.76504,-42.1595
"321","Clio pyramidata","Pteropod","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,2,2,33,1,0.33,2.84e-05,0.66,9.36e-06,2.84e-05,0.008748936,-56.76504,-42.1595
"322","Gigantocypris muelleri","Ostracod","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,6,4,24,1.5,0.36,8.51e-05,1.44,2.04e-05,5.67e-05,0.017497872,-56.76504,-42.1595
"323","Macrouridae sp.","Fish","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,2,1,26.7,2,0.534,2.84e-05,0.534,7.57e-06,1.42e-05,0.004374468,-56.76504,-42.1595
"324","Periphylla periphylla","Jelly","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,24,2,4.5,12,0.54,0.000340426,1.08,1.53e-05,2.84e-05,0.008748936,-56.76504,-42.1595
"325","Krefftichthys anderssoni","Fish","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,7,3,26.7,2.333333333,0.623,9.93e-05,1.869,2.65e-05,4.26e-05,0.013123404,-56.76504,-42.1595
"326","Bathylagus sp.","Fish","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,323,38,13.53333333,8.5,1.150333333,0.00458156,43.71266667,0.000620038,0.000539007,0.166229787,-56.76504,-42.1595
"327","Atolla wyvillei","Jelly","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,466,14,4.92,33.28571429,1.637657143,0.006609929,22.9272,0.000325209,0.000198582,0.061242553,-56.76504,-42.1595
"328","Gymnoscopelus braueri","Fish","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,15,3,34,5,1.7,0.000212766,5.1,7.23e-05,4.26e-05,0.013123404,-56.76504,-42.1595
"329","Electrona antarctica","Fish","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,77,11,30.9,7,2.163,0.001092199,23.793,0.000337489,0.000156028,0.048119149,-56.76504,-42.1595
"330","Lampanyctus achirus","Fish","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,20,1,26.7,20,5.34,0.000283688,5.34,7.57e-05,1.42e-05,0.004374468,-56.76504,-42.1595
"331","Galiteuthis glacialis","Squid","JR200",127,"27/03/2009",1,"N","23:04","23:49",1001.8,693.4,308.4,2.82,70500,NA,44,1,14.79,44,6.5076,0.000624113,6.5076,9.23e-05,1.42e-05,0.004374468,-56.76504,-42.1595
"332","Diphyes sp. 2","Jelly","JR200",127,"27/03/2009",2,"N","23:50","00:36 (28th)",701.2,399.3,301.9,2.89,72250,NA,0.5,1,4.56,0.5,0.0228,6.92e-06,0.0228,3.16e-07,1.38e-05,0.004178547,-56.76504,-42.1595
"333","Diphyes sp. 1","Jelly","JR200",127,"27/03/2009",2,"N","23:50","00:36 (28th)",701.2,399.3,301.9,2.89,72250,NA,2,3,4.56,0.666666667,0.0304,2.77e-05,0.0912,1.26e-06,4.15e-05,0.01253564,-56.76504,-42.1595
"334","Thysanoessa sp.","Euphausiid","JR200",127,"27/03/2009",2,"N","23:50","00:36 (28th)",701.2,399.3,301.9,2.89,72250,NA,0.5,4,25,0.125,0.03125,6.92e-06,0.125,1.73e-06,5.54e-05,0.016714187,-56.76504,-42.1595
