"","Taxa","Group","Cruise","Event","Date","Net.number","D.N","Open.time","Close.Time","Open.depth","Close.depth","depth.covered","distance.travelled..km.","volume.filtered.in.m3..assuming.mouth.of.25m2.","X","mass..g.","N","Dry.mass....wet.mass.","mean.Individual.wet.mass..g.","mean.individual.dry.mass..g.","total.wet.mass..g.m.3.","total.dry.mass..g.","total.dry.mass..g.m.3.","total.density..ind.m.3.","total.density..ind.m.2.","Lat","Lon"
"220","Calycopsis borgrevichi","Jelly","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,8,3,4.66,2.666666667,0.124266667,0.000104575,0.3728,4.87e-06,3.92e-05,0.012247059,-58.0325,-42.8573
"221","Gennadus sp.","Dec","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,17,15,13,1.133333333,0.147333333,0.000222222,2.21,2.89e-05,0.000196078,0.061235294,-58.0325,-42.8573
"222","Galiteuthis glacialis","Squid","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,1,1,14.79,1,0.1479,1.31e-05,0.1479,1.93e-06,1.31e-05,0.004082353,-58.0325,-42.8573
"223","Nemertean worms","worm","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,1,1,15.49,1,0.1549,1.31e-05,0.1549,2.02e-06,1.31e-05,0.004082353,-58.0325,-42.8573
"224","Cyphocaris richardi","Amphipod","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,1,1,23.86,1,0.2386,1.31e-05,0.2386,3.12e-06,1.31e-05,0.004082353,-58.0325,-42.8573
"225","Krefftichthys anderssoni","Fish","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,1,1,26.7,1,0.267,1.31e-05,0.267,3.49e-06,1.31e-05,0.004082353,-58.0325,-42.8573
"226","Cyclothone sp.","Fish","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,30,32,33.05,0.9375,0.30984375,0.000392157,9.915,0.000129608,0.000418301,0.130635294,-58.0325,-42.8573
"227","Krill","Euphausiid","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,14,11,25,1.272727273,0.318181818,0.000183007,3.5,4.58e-05,0.000143791,0.044905882,-58.0325,-42.8573
"228","Gymnoscopelus sp.","Fish","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,1,1,32.46,1,0.3246,1.31e-05,0.3246,4.24e-06,1.31e-05,0.004082353,-58.0325,-42.8573
"229","Gnathophausia sp.","Dec","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,4,3,25,1.333333333,0.333333333,5.23e-05,1,1.31e-05,3.92e-05,0.012247059,-58.0325,-42.8573
"230","Gymnoscopelus braueri","Fish","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,1,1,34,1,0.34,1.31e-05,0.34,4.44e-06,1.31e-05,0.004082353,-58.0325,-42.8573
"231","Pasiphaea sp.","Deca","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,8,3,13,2.666666667,0.346666667,0.000104575,1.04,1.36e-05,3.92e-05,0.012247059,-58.0325,-42.8573
"232","Cyphocaris faueri","Amphipod","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,2,1,23.86,2,0.4772,2.61e-05,0.4772,6.24e-06,1.31e-05,0.004082353,-58.0325,-42.8573
"233","Pegohyperia princeps","Amphipod","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,2,1,23.86,2,0.4772,2.61e-05,0.4772,6.24e-06,1.31e-05,0.004082353,-58.0325,-42.8573
"234","Bathyteuthis abyssicola","Squid","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,9,2,14.79,4.5,0.66555,0.000117647,1.3311,1.74e-05,2.61e-05,0.008164706,-58.0325,-42.8573
"235","Bathylagus antarcticus","Fish","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,247,27,13.53333333,9.148148148,1.238049383,0.003228758,33.42733333,0.000436959,0.000352941,0.110223529,-58.0325,-42.8573
"236","Atolla wyvillei","Jelly","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,485,19,4.92,25.52631579,1.255894737,0.006339869,23.862,0.000311922,0.000248366,0.077564706,-58.0325,-42.8573
"237","Electrona antarctica","Fish","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,70,9,30.9,7.777777778,2.403333333,0.000915033,21.63,0.000282745,0.000117647,0.036741176,-58.0325,-42.8573
"238","Atolla sp.","Jelly","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,54,1,4.92,54,2.6568,0.000705882,2.6568,3.47e-05,1.31e-05,0.004082353,-58.0325,-42.8573
"239","Hydromedusae (clear)","Jelly","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,76,1,4.5,76,3.42,0.000993464,3.42,4.47e-05,1.31e-05,0.004082353,-58.0325,-42.8573
"240","Cynomacrurus piriei","Fish","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,13,1,26.7,13,3.471,0.000169935,3.471,4.54e-05,1.31e-05,0.004082353,-58.0325,-42.8573
"241","Medusae indet.","Jelly","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,306,3,4.5,102,4.59,0.004,13.77,0.00018,3.92e-05,0.012247059,-58.0325,-42.8573
"242","Periphylla periphylla","Jelly","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,286,2,4.5,143,6.435,0.003738562,12.87,0.000168235,2.61e-05,0.008164706,-58.0325,-42.8573
"243","Gymnoscopelus opisthopterus","Fish","JR177",198,"20/01/2008",1,"N","23:26","00:22(20th)",1010,697.7,312.3,3.06,76500,NA,41,1,19.9,41,8.159,0.000535948,8.159,0.000106654,1.31e-05,0.004082353,-58.0325,-42.8573
"244","Decapod crustacea","Deca","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,0.1,1,13,0.1,0.013,1.09e-06,0.013,1.42e-07,1.09e-05,0.003344262,-58.0325,-42.8573
"245","Gigantocypris sp.","Ostracod","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,0.1,1,24,0.1,0.024,1.09e-06,0.024,2.62e-07,1.09e-05,0.003344262,-58.0325,-42.8573
"246","Thysanoessa sp.","Euphausiid","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,10,66,25,0.151515152,0.037878788,0.00010929,2.5,2.73e-05,0.000721311,0.220721311,-58.0325,-42.8573
"247","Diphyes sp. 2","Jelly","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,1,1,4.56,1,0.0456,1.09e-05,0.0456,4.98e-07,1.09e-05,0.003344262,-58.0325,-42.8573
"248","Parandania boecki","Amphipod","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,0.5,2,23.86,0.25,0.05965,5.46e-06,0.1193,1.3e-06,2.19e-05,0.006688525,-58.0325,-42.8573
"249","Euphausia triacantha","Euphausiid","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,26,94,25,0.276595745,0.069148936,0.000284153,6.5,7.1e-05,0.001027322,0.314360656,-58.0325,-42.8573
"250","Cyphocaris richardi","Amphipod","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,6,20,23.86,0.3,0.07158,6.56e-05,1.4316,1.56e-05,0.000218579,0.066885246,-58.0325,-42.8573
"251","Salpa thompsoni","Jelly","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,390,253,4.71,1.541501976,0.072604743,0.004262295,18.369,0.000200754,0.002765027,0.846098361,-58.0325,-42.8573
"252","Allurotheuthis antarcticus","Squid","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,0.5,1,14.79,0.5,0.07395,5.46e-06,0.07395,8.08e-07,1.09e-05,0.003344262,-58.0325,-42.8573
"253","Nemertean worms","worm","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,0.5,1,15.49,0.5,0.07745,5.46e-06,0.07745,8.46e-07,1.09e-05,0.003344262,-58.0325,-42.8573
"254","Tomopteris sp.","Worm","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,0.5,1,15.49,0.5,0.07745,5.46e-06,0.07745,8.46e-07,1.09e-05,0.003344262,-58.0325,-42.8573
"255","Sagitta sp.","Chaet","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,84,120,13,0.7,0.091,0.000918033,10.92,0.000119344,0.001311475,0.401311475,-58.0325,-42.8573
"256","Calycopsis borgrevichi","Jelly","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,65,29,4.66,2.24137931,0.104448276,0.000710383,3.029,3.31e-05,0.00031694,0.096983607,-58.0325,-42.8573
"257","Protomyctophum bolini","Fish","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,0.5,1,25.4,0.5,0.127,5.46e-06,0.127,1.39e-06,1.09e-05,0.003344262,-58.0325,-42.8573
"258","Gennadus sp.","Dec","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,2,1,13,2,0.26,2.19e-05,0.26,2.84e-06,1.09e-05,0.003344262,-58.0325,-42.8573
"259","Pasiphaea sp.","Deca","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,13,6,13,2.166666667,0.281666667,0.000142077,1.69,1.85e-05,6.56e-05,0.020065574,-58.0325,-42.8573
"260","Galiteuthis glacialis","Squid","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,6,2,14.79,3,0.4437,6.56e-05,0.8874,9.7e-06,2.19e-05,0.006688525,-58.0325,-42.8573
"261","Atolla sp.","Jelly","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,42,2,4.92,21,1.0332,0.000459016,2.0664,2.26e-05,2.19e-05,0.006688525,-58.0325,-42.8573
"262","Paraphyllina ransoni","Jelly","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,129,5,4.5,25.8,1.161,0.001409836,5.805,6.34e-05,5.46e-05,0.016721311,-58.0325,-42.8573
"263","Bathylagus antarcticus","Fish","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,753,68,13.53333333,11.07352941,1.498617647,0.008229508,101.906,0.001113727,0.000743169,0.227409836,-58.0325,-42.8573
"264","Electrona antarctica","Fish","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,206,36,30.9,5.722222222,1.768166667,0.002251366,63.654,0.000695672,0.000393443,0.120393443,-58.0325,-42.8573
"265","Gymnoscopelus opisthopterus","Fish","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,113,4,19.9,28.25,5.62175,0.001234973,22.487,0.00024576,4.37e-05,0.013377049,-58.0325,-42.8573
"266","Gymnoscopelus nicholsi","Fish","JR177",198,"20/01/2008",2,"N","00:24","01:14",705.3,399.3,306,3.66,91500,NA,31,1,40.4,31,12.524,0.000338798,12.524,0.000136874,1.09e-05,0.003344262,-58.0325,-42.8573
"267","Diphyes sp. 1","Jelly","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,1,3,4.56,0.333333333,0.0152,1.11e-05,0.0456,5.05e-07,3.32e-05,0.00701385,-58.0169,-43.0228
"268","Themisto gaudichaudii","Amphipod","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,0.1,1,23.86,0.1,0.02386,1.11e-06,0.02386,2.64e-07,1.11e-05,0.00233795,-58.0169,-43.0228
"269","Thysanoessa sp.","Euphausiid","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,2,20,25,0.1,0.025,2.22e-05,0.5,5.54e-06,0.000221607,0.046759003,-58.0169,-43.0228
"270","Calycopsis borgrevichi","Jelly","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,4,4,4.66,1,0.0466,4.43e-05,0.1864,2.07e-06,4.43e-05,0.009351801,-58.0169,-43.0228
"271","Salpa thompsoni (colonial)","Jelly","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,178,150,4.71,1.186666667,0.055892,0.001972299,8.3838,9.29e-05,0.00166205,0.350692521,-58.0169,-43.0228
"272","Cyphocaris richardi","Amphipod","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,1,4,23.86,0.25,0.05965,1.11e-05,0.2386,2.64e-06,4.43e-05,0.009351801,-58.0169,-43.0228
"273","Decapod larvae Type 1","Deca","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,0.5,1,13,0.5,0.065,5.54e-06,0.065,7.2e-07,1.11e-05,0.00233795,-58.0169,-43.0228
"274","Euphausia triacantha","Euphausiid","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,27,97,25,0.278350515,0.069587629,0.000299169,6.75,7.48e-05,0.001074792,0.226781163,-58.0169,-43.0228
"275","Hyperia macrocephala","Amphipod","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,0.5,1,23.86,0.5,0.1193,5.54e-06,0.1193,1.32e-06,1.11e-05,0.00233795,-58.0169,-43.0228
"276","Krefftichthys anderssoni","Fish","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,1,2,26.7,0.5,0.1335,1.11e-05,0.267,2.96e-06,2.22e-05,0.0046759,-58.0169,-43.0228
"277","Cyclothone sp.","Fish","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,0.5,1,33.05,0.5,0.16525,5.54e-06,0.16525,1.83e-06,1.11e-05,0.00233795,-58.0169,-43.0228
"278","Protomyctophum bolini","Fish","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,9,9,25.4,1,0.254,9.97e-05,2.286,2.53e-05,9.97e-05,0.021041551,-58.0169,-43.0228
"279","Galiteuthis glacialis","Squid","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,2,1,14.79,2,0.2958,2.22e-05,0.2958,3.28e-06,1.11e-05,0.00233795,-58.0169,-43.0228
"280","Krill","Euphausiid","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,82,63,25,1.301587302,0.325396825,0.000908587,20.5,0.000227147,0.000698061,0.147290859,-58.0169,-43.0228
"281","Notolepis sp.","Fish","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,2,1,19.2,2,0.384,2.22e-05,0.384,4.25e-06,1.11e-05,0.00233795,-58.0169,-43.0228
"282","Electrona carlsbergi","Fish","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,215,35,30.9,6.142857143,1.898142857,0.002382271,66.435,0.000736122,0.000387812,0.081828255,-58.0169,-43.0228
"283","Gymnoscopelus braueri","Fish","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,36,6,34,6,2.04,0.000398892,12.24,0.000135623,6.65e-05,0.014027701,-58.0169,-43.0228
"284","Electrona antarctica","Fish","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,92,9,30.9,10.22222222,3.158666667,0.001019391,28.428,0.000314992,9.97e-05,0.021041551,-58.0169,-43.0228
"285","Scyphomedusae indet.","Jelly","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,171,2,4.5,85.5,3.8475,0.001894737,7.695,8.53e-05,2.22e-05,0.0046759,-58.0169,-43.0228
"286","Gymnoscopelus nicholsi","Fish","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,97,3,40.4,32.33333333,13.06266667,0.001074792,39.188,0.000434216,3.32e-05,0.00701385,-58.0169,-43.0228
"287","Stygiomedusa gigantea","Jelly","JR177",199,"20/01/2008",1,"N","03:03","03:50",415,204,211,3.61,90250,NA,1131,1,4.5,1131,50.895,0.012531856,50.895,0.000563934,1.11e-05,0.00233795,-58.0169,-43.0228
"288","Diphyes sp. 1","Jelly","JR177",199,"20/01/2008",2,"N","03:57","04:35",190,43,147,2.94,73500,NA,5,17,4.56,0.294117647,0.013411765,6.8e-05,0.228,3.1e-06,0.000231293,0.034,-58.0169,-43.0228
"289","Salpa thompsoni","Jelly","JR177",199,"20/01/2008",2,"N","03:57","04:35",190,43,147,2.94,73500,NA,1965,4730,4.71,0.415433404,0.019566913,0.026734694,92.5515,0.001259204,0.064353741,9.46,-58.0169,-43.0228
"290","Euphausia triacantha","Euphausiid","JR177",199,"20/01/2008",2,"N","03:57","04:35",190,43,147,2.94,73500,NA,157,852,25,0.1842723,0.046068075,0.002136054,39.25,0.000534014,0.011591837,1.704,-58.0169,-43.0228
"291","Krefftichthys anderssoni","Fish","JR177",199,"20/01/2008",2,"N","03:57","04:35",190,43,147,2.94,73500,NA,0.5,1,26.7,0.5,0.1335,6.8e-06,0.1335,1.82e-06,1.36e-05,0.002,-58.0169,-43.0228
"292","Krill","Euphausiid","JR177",199,"20/01/2008",2,"N","03:57","04:35",190,43,147,2.94,73500,NA,16137,16200,25,0.996111111,0.249027778,0.21955102,4034.25,0.054887755,0.220408163,32.4,-58.0169,-43.0228
"293","Gymnoscopelus braueri","Fish","JR177",199,"20/01/2008",2,"N","03:57","04:35",190,43,147,2.94,73500,NA,84,31,34,2.709677419,0.921290323,0.001142857,28.56,0.000388571,0.000421769,0.062,-58.0169,-43.0228
"294","Electrona antarctica","Fish","JR177",199,"20/01/2008",2,"N","03:57","04:35",190,43,147,2.94,73500,NA,147,39,30.9,3.769230769,1.164692308,0.002,45.423,0.000618,0.000530612,0.078,-58.0169,-43.0228
"295","Electrona carlsbergi","Fish","JR177",199,"20/01/2008",2,"N","03:57","04:35",190,43,147,2.94,73500,NA,181,30,30.9,6.033333333,1.8643,0.002462585,55.929,0.000760939,0.000408163,0.06,-58.0169,-43.0228
"296","Slosarczykovia circumantarctica","Squid","JR177",199,"20/01/2008",2,"N","03:57","04:35",190,43,147,2.94,73500,NA,99,3,14.79,33,4.8807,0.001346939,14.6421,0.000199212,4.08e-05,0.006,-58.0169,-43.0228
"297","Eusiroides stenopleura","Amphipod","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,0.1,1,23.86,0.1,0.02386,1.32e-06,0.02386,3.14e-07,1.32e-05,0.002776316,-55.1757,-41.1998
"298","Diphyes sp. 1","Jelly","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,3,5,4.56,0.6,0.02736,3.95e-05,0.1368,1.8e-06,6.58e-05,0.013881579,-55.1757,-41.1998
"299","Sagitta sp.","Chaet","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,6,28,13,0.214285714,0.027857143,7.89e-05,0.78,1.03e-05,0.000368421,0.077736842,-55.1757,-41.1998
"300","Themisto gaudichaudii","Amphipod","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,8,64,23.86,0.125,0.029825,0.000105263,1.9088,2.51e-05,0.000842105,0.177684211,-55.1757,-41.1998
"301","Thysanoessa sp.","Euphausiid","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,16,98,25,0.163265306,0.040816327,0.000210526,4,5.26e-05,0.001289474,0.272078947,-55.1757,-41.1998
"302","Salpa thompsoni","Jelly","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,35,37,4.71,0.945945946,0.044554054,0.000460526,1.6485,2.17e-05,0.000486842,0.102723684,-55.1757,-41.1998
"303","Eurythenes obesus","Amphipod","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,0.2,1,23.86,0.2,0.04772,2.63e-06,0.04772,6.28e-07,1.32e-05,0.002776316,-55.1757,-41.1998
"304","Atolla sp.","Jelly","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,1,1,4.92,1,0.0492,1.32e-05,0.0492,6.47e-07,1.32e-05,0.002776316,-55.1757,-41.1998
"305","Periphylla periphylla","Jelly","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,7,6,4.5,1.166666667,0.0525,9.21e-05,0.315,4.14e-06,7.89e-05,0.016657895,-55.1757,-41.1998
"306","Euphausia triacantha","Euphausiid","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,19,89,25,0.213483146,0.053370787,0.00025,4.75,6.25e-05,0.001171053,0.247092105,-55.1757,-41.1998
"307","Primno macropa","Amphipod","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,0.5,2,23.86,0.25,0.05965,6.58e-06,0.1193,1.57e-06,2.63e-05,0.005552632,-55.1757,-41.1998
"308","Sibogita sp.","Jelly","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,8,6,4.5,1.333333333,0.06,0.000105263,0.36,4.74e-06,7.89e-05,0.016657895,-55.1757,-41.1998
"309","Pasiphaea sp.","Deca","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,1,2,13,0.5,0.065,1.32e-05,0.13,1.71e-06,2.63e-05,0.005552632,-55.1757,-41.1998
"310","Galiteuthis glacialis","Squid","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,0.5,1,14.79,0.5,0.07395,6.58e-06,0.07395,9.73e-07,1.32e-05,0.002776316,-55.1757,-41.1998
"311","Parandania boecki","Amphipod","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,8,21,23.86,0.380952381,0.090895238,0.000105263,1.9088,2.51e-05,0.000276316,0.058302632,-55.1757,-41.1998
"312","Cyphocaris richardi","Amphipod","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,3,7,23.86,0.428571429,0.102257143,3.95e-05,0.7158,9.42e-06,9.21e-05,0.019434211,-55.1757,-41.1998
"313","Calycopsis borgrevichi","Jelly","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,38,15,4.66,2.533333333,0.118053333,5e-04,1.7708,2.33e-05,0.000197368,0.041644737,-55.1757,-41.1998
"314","Spongiobranchia sp.","Pteropod","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,0.5,1,33,0.5,0.165,6.58e-06,0.165,2.17e-06,1.32e-05,0.002776316,-55.1757,-41.1998
"315","Protomyctophum bolini","Fish","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,11,9,25.4,1.222222222,0.310444444,0.000144737,2.794,3.68e-05,0.000118421,0.024986842,-55.1757,-41.1998
"316","Krill","Euphausiid","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,6,4,25,1.5,0.375,7.89e-05,1.5,1.97e-05,5.26e-05,0.011105263,-55.1757,-41.1998
"317","Krefftichthys anderssoni","Fish","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,10,5,26.7,2,0.534,0.000131579,2.67,3.51e-05,6.58e-05,0.013881579,-55.1757,-41.1998
"318","Acathephyra sp.","Deca","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,26,4,13,6.5,0.845,0.000342105,3.38,4.45e-05,5.26e-05,0.011105263,-55.1757,-41.1998
"319","Bathylagus sp.","Fish","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,76,6,13.53333333,12.66666667,1.714222222,0.001,10.28533333,0.000135333,7.89e-05,0.016657895,-55.1757,-41.1998
"320","Electrona carlsbergi","Fish","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,6,1,30.9,6,1.854,7.89e-05,1.854,2.44e-05,1.32e-05,0.002776316,-55.1757,-41.1998
"321","Electrona antarctica","Fish","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,33,4,30.9,8.25,2.54925,0.000434211,10.197,0.000134171,5.26e-05,0.011105263,-55.1757,-41.1998
"322","Stomias gracilis","Fish","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,14,1,26.7,14,3.738,0.000184211,3.738,4.92e-05,1.32e-05,0.002776316,-55.1757,-41.1998
"323","Benthalbella elongata","Fish","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,33,2,23,16.5,3.795,0.000434211,7.59,9.99e-05,2.63e-05,0.005552632,-55.1757,-41.1998
"324","Lampanyctus achirus","Fish","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,20,1,26.7,20,5.34,0.000263158,5.34,7.03e-05,1.32e-05,0.002776316,-55.1757,-41.1998
"325","Gymnoscopelus nicholsi","Fish","JR177",254,"28/01/2008",1,"N","01:44","02:30",402,191,211,3.04,76000,NA,27,1,40.4,27,10.908,0.000355263,10.908,0.000143526,1.32e-05,0.002776316,-55.1757,-41.1998
"326","Parandania boecki","Amphipod","JR177",254,"28/01/2008",2,"N","02:30","03:16",201,8,193,3.29,82250,NA,0.2,2,23.86,0.1,0.02386,2.43e-06,0.04772,5.8e-07,2.43e-05,0.004693009,-55.1757,-41.1998
"327","Primno macropa","Amphipod","JR177",254,"28/01/2008",2,"N","02:30","03:16",201,8,193,3.29,82250,NA,0.2,2,23.86,0.1,0.02386,2.43e-06,0.04772,5.8e-07,2.43e-05,0.004693009,-55.1757,-41.1998
"328","Thysanoessa sp.","Euphausiid","JR177",254,"28/01/2008",2,"N","02:30","03:16",201,8,193,3.29,82250,NA,11,93,25,0.11827957,0.029569892,0.000133739,2.75,3.34e-05,0.001130699,0.218224924,-55.1757,-41.1998
"329","Themisto gaudichaudii","Amphipod","JR177",254,"28/01/2008",2,"N","02:30","03:16",201,8,193,3.29,82250,NA,56,430,23.86,0.130232558,0.031073488,0.000680851,13.3616,0.000162451,0.005227964,1.00899696,-55.1757,-41.1998
"330","Sagitta sp.","Chaet","JR177",254,"28/01/2008",2,"N","02:30","03:16",201,8,193,3.29,82250,NA,3,10,13,0.3,0.039,3.65e-05,0.39,4.74e-06,0.000121581,0.023465046,-55.1757,-41.1998
