"","Cruise","Event","Year","Fish_Species_Code","Prey","Prey_Count","Mean_Prey_Mass__g_","Fish_Mass_g_","Lat","Lon","SST","location_group","fish_mass_log10","log_10_fish_class_bin","Statistical.Fish.ID.mass","Statistical_Fish_ID_mass","n_prey_items","ID_Pred_new"
"181","JR161",56,2006,"ELC","Metridia spp",3,0.000667,5.07430922500654,-57.76618,-50.54229,-0.839826634526253,1,0.705376929307077,0.725,"ELC_1_0.725g","ELC_1_0.725g",17,1
"182","JR161",201,2006,"ELC","Oncaea spp",64,0.000625,4.6763088503302,-55.2144,-41.56429,1.52443008497357,6,0.669903186742288,0.675,"ELC_6_0.675g","ELC_6_0.675g",41,11
"185","JR161",201,2006,"ELC","Oncaea spp",1,0.001,7.39851104143699,-55.2144,-41.56429,1.52443008497357,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"186","JR161",201,2006,"ELC","Metridia spp",7,0.001,7.39851104143699,-55.2144,-41.56429,1.52443008497357,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"187","JR161",214,2006,"ELC","Metridia spp",2,0.001,7.39851104143699,-55.24562,-41.15184,1.6879360511899,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"188","JR161",214,2006,"ELC","Metridia spp",4,0.001,7.39851104143699,-55.24562,-41.15184,1.6879360511899,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"189","JR161",214,2006,"ELC","Metridia spp",1,0.001,7.39851104143699,-55.24562,-41.15184,1.6879360511899,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"190","JR161",253,2006,"ELC","Oncaea spp",6,0.000833,6.1648293805574,-53.03058,-40.51789,1.38421584516764,7,0.789921061449543,0.775,"ELC_7_0.775g","ELC_7_0.775g",12,16
"191","JR161",159,2006,"ELN","Metridia spp",2,0.001,7.34578683312589,-57.27877,-42.7514,-0.866804996877909,5,0.866038321430949,0.875,"ELN_5_0.875g","ELN_5_0.875g",8,40
"192","JR161",214,2006,"GYN","Candacia spp",1,0.003,22.0169293942025,-55.24562,-41.15184,1.6879360511899,6,1.34275674968834,1.325,"GYN_6_1.325g","GYN_6_1.325g",17,70
"193","JR161",275,2006,"GYN","Pleuromamma robusta",3,0.002,14.4139542585899,-50.10324,-38.12951,3.62510454207659,8,1.15878313953045,1.175,"GYN_8_1.175g","GYN_8_1.175g",11,73
"194","JR161",253,2006,"GYR","Pleuromamma robusta",1,0.001,7.16687314651038,-53.03058,-40.51789,1.38421584516764,7,0.855329717535243,0.875,"GYR_7_0.875g","GYR_7_0.875g",6,100
"195","JR161",253,2006,"GYR","Metridia spp",1,0.001,7.16687314651038,-53.03058,-40.51789,1.38421584516764,7,0.855329717535243,0.875,"GYR_7_0.875g","GYR_7_0.875g",6,100
"196","JR161",201,2006,"ELC","Oncaea spp",3,0.001,7.13992091443283,-55.2144,-41.56429,1.52443008497357,6,0.853693401325805,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"197","JR161",201,2006,"ELC","Eucalanus",3,0.001,7.13992091443283,-55.2144,-41.56429,1.52443008497357,6,0.853693401325805,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"198","JR161",214,2006,"ELC","Thysanoessa spp",1,0.001,7.13992091443283,-55.24562,-41.15184,1.6879360511899,6,0.853693401325805,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"199","JR161",214,2006,"ELC","Pleuromamma robusta",2,0.001,7.13992091443283,-55.24562,-41.15184,1.6879360511899,6,0.853693401325805,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"200","JR161",214,2006,"ELC","Clausocalanus spp",1,0.001,7.13992091443283,-55.24562,-41.15184,1.6879360511899,6,0.853693401325805,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"201","JR161",214,2006,"ELC","Metridia spp",3,0.001,7.13992091443283,-55.24562,-41.15184,1.6879360511899,6,0.853693401325805,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"202","JR161",214,2006,"ELC","Oncaea spp",2,0.001,7.13992091443283,-55.24562,-41.15184,1.6879360511899,6,0.853693401325805,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"204","JR161",214,2006,"ELC","Oncaea spp",1,0.00084,5.93554011168211,-55.24562,-41.15184,1.6879360511899,6,0.773460244242665,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"205","JR161",114,2006,"ELN","Metridia spp",2,0.001,7.06353763114307,-60.45309,-44.43474,-1.86832481771708,3,0.849022263217417,0.825,"ELN_3_0.825g","ELN_3_0.825g",6,32
"206","JR161",214,2006,"ELC","Metridia spp",4,0.00075,5.28136225847233,-55.24562,-41.15184,1.6879360511899,6,0.722745957577448,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"207","JR161",214,2006,"ELC","Metridia spp",4,0.00075,5.28136225847233,-55.24562,-41.15184,1.6879360511899,6,0.722745957577448,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"209","JR161",201,2006,"ELC","Themisto gaudichaudii",2,0.001,6.88732432596426,-55.2144,-41.56429,1.52443008497357,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"210","JR161",201,2006,"ELC","Paraeuchaeta spp",1,0.001,6.88732432596426,-55.2144,-41.56429,1.52443008497357,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"211","JR161",201,2006,"ELC","Pteropoda indet",1,0.001,6.88732432596426,-55.2144,-41.56429,1.52443008497357,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"212","JR161",201,2006,"ELC","Metridia spp",1,0.001,6.88732432596426,-55.2144,-41.56429,1.52443008497357,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"213","JR161",201,2006,"ELC","Oncaea spp",1,0.001,6.88732432596426,-55.2144,-41.56429,1.52443008497357,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"214","JR161",275,2006,"GYN","Rhincalanus gigas",71,0.00183,12.4739468571787,-50.10324,-38.12951,3.62510454207659,8,1.09600388949199,1.075,"GYN_8_1.075g","GYN_8_1.075g",10,72
"215","JR161",106,2006,"ELN","Crustacea indet",1,0.001,6.78890833400834,-60.49864,-44.64882,-1.86986295059323,3,0.831799944732261,0.825,"ELN_3_0.825g","ELN_3_0.825g",6,32
"218","JR161",201,2006,"ELC","Rhincalanus gigas",1,0.001,6.64065467688996,-55.2144,-41.56429,1.52443008497357,6,0.822210896919996,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"219","JR161",201,2006,"ELC","Ctenocalanus spp",1,0.001,6.64065467688996,-55.2144,-41.56429,1.52443008497357,6,0.822210896919996,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"220","JR161",201,2006,"ELC","Oithona spp",1,0.001,6.64065467688996,-55.2144,-41.56429,1.52443008497357,6,0.822210896919996,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"221","JR161",201,2006,"ELC","Oncaea spp",50,0.001,6.64065467688996,-55.2144,-41.56429,1.52443008497357,6,0.822210896919996,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"222","JR161",201,2006,"ELC","Metridia spp",1,0.001,6.64065467688996,-55.2144,-41.56429,1.52443008497357,6,0.822210896919996,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"223","JR161",214,2006,"ELC","Metridia spp",4,0.001,6.64065467688996,-55.24562,-41.15184,1.6879360511899,6,0.822210896919996,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"224","JR161",275,2006,"GYN","Rhincalanus gigas",22,0.00218,14.4139542585899,-50.10324,-38.12951,3.62510454207659,8,1.15878313953045,1.175,"GYN_8_1.175g","GYN_8_1.175g",11,73
"225","JR161",214,2006,"ELC","Rhincalanus gigas",1,0.00077,5.07430922500654,-55.24562,-41.15184,1.6879360511899,6,0.705376929307077,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"226","JR161",201,2006,"ELC","Metridia spp",7,0.000714,4.6763088503302,-55.2144,-41.56429,1.52443008497357,6,0.669903186742288,0.675,"ELC_6_0.675g","ELC_6_0.675g",41,11
"229","JR161",253,2006,"GYR","Metridia spp",1,0.001,6.50612516687769,-53.03058,-40.51789,1.38421584516764,7,0.813322414119737,0.825,"GYR_7_0.825g","GYR_7_0.825g",6,99
"230","JR161",201,2006,"ELC","Metridia spp",1,0.001,6.39984528434173,-55.2144,-41.56429,1.52443008497357,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"231","JR161",201,2006,"ELC","Pteropoda indet",2,0.001,6.39984528434173,-55.2144,-41.56429,1.52443008497357,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"232","JR161",201,2006,"ELC","Aetidius spp",1,0.001,6.39984528434173,-55.2144,-41.56429,1.52443008497357,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"233","JR161",201,2006,"ELC","Metridia spp",1,0.001,6.39984528434173,-55.2144,-41.56429,1.52443008497357,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"234","JR161",214,2006,"ELC","Ostracoda indet",1,0.001,6.39984528434173,-55.24562,-41.15184,1.6879360511899,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"235","JR161",214,2006,"ELC","Metridia spp",2,0.001,6.39984528434173,-55.24562,-41.15184,1.6879360511899,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"236","JR161",214,2006,"ELC","Oncaea spp",1,0.001,6.39984528434173,-55.24562,-41.15184,1.6879360511899,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"237","JR161",275,2006,"GYR","Ostracoda indet",2,0.002,12.7719438043927,-50.10324,-38.12951,3.62510454207659,8,1.10625699900804,1.125,"GYR_8_1.125g","GYR_8_1.125g",7,107
"238","JR161",275,2006,"GYR","Metridia spp",1,0.001,6.29541913970745,-50.10324,-38.12951,3.62510454207659,8,0.799024650091588,0.775,"GYR_8_0.775g","GYR_8_0.775g",7,104
"239","JR161",275,2006,"GYR","Ostracoda indet",1,0.001,6.29541913970745,-50.10324,-38.12951,3.62510454207659,8,0.799024650091588,0.775,"GYR_8_0.775g","GYR_8_0.775g",7,104
"240","JR161",275,2006,"GYR","Metridia spp",1,0.001,6.29541913970745,-50.10324,-38.12951,3.62510454207659,8,0.799024650091588,0.775,"GYR_8_0.775g","GYR_8_0.775g",7,104
"241","JR161",106,2006,"ELN","Metridia spp",1,0.001,6.26204365820296,-60.49864,-44.64882,-1.86986295059323,3,0.796716091139494,0.775,"ELN_3_0.775g","ELN_3_0.775g",6,31
"242","JR161",118,2006,"ELN","Copepoda indet",1,0.001,6.26204365820296,-60.44744,-44.30547,-1.87091278731823,3,0.796716091139494,0.775,"ELN_3_0.775g","ELN_3_0.775g",6,31
"243","JR161",275,2006,"KRA","Calanus simillimus",7,0.000429,2.67881240874786,-50.10324,-38.12951,3.62510454207659,8,0.427942302000084,0.425,"KRA_8_0.425g","KRA_8_0.425g",11,134
"244","JR161",275,2006,"GYN","Calanus simillimus",1,0.002,12.4739468571787,-50.10324,-38.12951,3.62510454207659,8,1.09600388949199,1.075,"GYN_8_1.075g","GYN_8_1.075g",10,72
"245","JR161",201,2006,"ELC","Rhincalanus gigas",18,0.00111,6.88732432596426,-55.2144,-41.56429,1.52443008497357,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"246","JR161",43,2006,"ELC","Drepanopus spp",1,0.001,6.1648293805574,-57.53066,-50.50526,-0.642872381955385,1,0.789921061449543,0.775,"ELC_1_0.775g","ELC_1_0.775g",8,2
"247","JR161",43,2006,"ELC","Metridia spp",3,0.001,6.1648293805574,-57.53066,-50.50526,-0.642872381955385,1,0.789921061449543,0.775,"ELC_1_0.775g","ELC_1_0.775g",8,2
"248","JR161",201,2006,"ELC","Oncaea spp",2,0.001,6.1648293805574,-55.2144,-41.56429,1.52443008497357,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"249","JR161",201,2006,"ELC","Metridia spp",2,0.001,6.1648293805574,-55.2144,-41.56429,1.52443008497357,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"250","JR161",201,2006,"ELC","Oncaea spp",1,0.001,6.1648293805574,-55.2144,-41.56429,1.52443008497357,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"251","JR161",214,2006,"ELC","Amphipoda indet",1,0.001,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"252","JR161",214,2006,"ELC","Metridia spp",2,0.001,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"253","JR161",253,2006,"ELC","Paraeuchaeta spp",1,0.001,6.1648293805574,-53.03058,-40.51789,1.38421584516764,7,0.789921061449543,0.775,"ELC_7_0.775g","ELC_7_0.775g",12,16
"254","JR161",253,2006,"ELC","Scolercithricella spp",1,0.001,6.1648293805574,-53.03058,-40.51789,1.38421584516764,7,0.789921061449543,0.775,"ELC_7_0.775g","ELC_7_0.775g",12,16
"255","JR161",275,2006,"GYF","Pleuromamma robusta",11,0.00118,7.2125869961992,-50.10324,-38.12951,3.62510454207659,8,0.858091064533479,0.875,"GYF_8_0.875g","GYF_8_0.875g",9,60
"256","JR161",214,2006,"ELC","Rhincalanus gigas",12,0.000834,5.07430922500654,-55.24562,-41.15184,1.6879360511899,6,0.705376929307077,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"258","JR161",142,2006,"ELN","Metridia spp",1,0.001,6.00957634833235,-59.66625,-44.05962,-1.60779440626502,4,0.778843857016611,0.775,"ELN_4_0.775g","ELN_4_0.775g",8,39
"260","JR161",201,2006,"ELC","Oncaea spp",1,0.001,5.93554011168211,-55.2144,-41.56429,1.52443008497357,6,0.773460244242665,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"262","JR161",214,2006,"GYR","Pteropoda indet",1,0.001,5.88798988251961,-55.24562,-41.15184,1.6879360511899,6,0.769967055071005,0.775,"GYR_6_0.775g","GYR_6_0.775g",7,95
"265","JR161",214,2006,"ELC","Oncaea spp",4,0.000922,5.28136225847233,-55.24562,-41.15184,1.6879360511899,6,0.722745957577448,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"266","JR161",214,2006,"ELC","Calanus simillimus",2,0.00112,6.39984528434173,-55.24562,-41.15184,1.6879360511899,6,0.806169475082508,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"267","JR161",201,2006,"ELC","Rhincalanus gigas",36,0.00139,7.93393789577639,-55.2144,-41.56429,1.52443008497357,6,0.899488796638865,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"268","JR161",201,2006,"ELC","Metridia spp",22,0.001,5.71191053653692,-55.2144,-41.56429,1.52443008497357,6,0.756781396633555,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"269","JR161",201,2006,"ELC","Metridia spp",2,0.001,5.71191053653692,-55.2144,-41.56429,1.52443008497357,6,0.756781396633555,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"270","JR161",201,2006,"ELC","Oncaea spp",3,0.001,5.71191053653692,-55.2144,-41.56429,1.52443008497357,6,0.756781396633555,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"271","JR161",214,2006,"ELC","Metridia spp",3,0.001,5.71191053653692,-55.24562,-41.15184,1.6879360511899,6,0.756781396633555,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"272","JR161",214,2006,"ELC","Thysanoessa spp",2,0.001,5.71191053653692,-55.24562,-41.15184,1.6879360511899,6,0.756781396633555,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"273","JR161",214,2006,"ELC","Oncaea spp",1,0.001,5.71191053653692,-55.24562,-41.15184,1.6879360511899,6,0.756781396633555,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"274","JR161",214,2006,"ELC","Oncaea spp",2,0.001,5.71191053653692,-55.24562,-41.15184,1.6879360511899,6,0.756781396633555,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"275","JR161",253,2006,"GYR","Metridia spp",2,0.001,5.69115616398682,-53.03058,-40.51789,1.38421584516764,7,0.755200502710283,0.775,"GYR_7_0.775g","GYR_7_0.775g",6,98
"276","JR161",217,2006,"KRA","Themisto gaudichaudii",29,0.000517,2.93538070074117,-55.148,-41.24559,1.86213570311666,6,0.467664434547564,0.475,"KRA_6_0.475g","KRA_6_0.475g",18,123
"277","JR161",214,2006,"ELC","Clausocalanus spp",1,0.00127,7.13992091443283,-55.24562,-41.15184,1.6879360511899,6,0.853693401325805,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"278","JR161",214,2006,"ELC","Oncaea spp",1,0.00127,7.13992091443283,-55.24562,-41.15184,1.6879360511899,6,0.853693401325805,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"279","JR161",214,2006,"ELC","Paraeuchaeta spp",2,0.00127,7.13992091443283,-55.24562,-41.15184,1.6879360511899,6,0.853693401325805,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"280","JR161",275,2006,"GYN","Pleuromamma robusta",16,0.00225,12.4739468571787,-50.10324,-38.12951,3.62510454207659,8,1.09600388949199,1.075,"GYN_8_1.075g","GYN_8_1.075g",10,72
"282","JR161",253,2006,"GYR","Pleuromamma robusta",1,0.001,5.49883617043563,-53.03058,-40.51789,1.38421584516764,7,0.740270780722855,0.725,"GYR_7_0.725g","GYR_7_0.725g",8,97
"283","JR161",253,2006,"GYR","Chaetognatha indet",1,0.001,5.49883617043563,-53.03058,-40.51789,1.38421584516764,7,0.740270780722855,0.725,"GYR_7_0.725g","GYR_7_0.725g",8,97
"284","JR161",253,2006,"GYR","Metridia spp",1,0.001,5.49883617043563,-53.03058,-40.51789,1.38421584516764,7,0.740270780722855,0.725,"GYR_7_0.725g","GYR_7_0.725g",8,97
"285","JR161",43,2006,"ELC","Metridia spp",1,0.001,5.49387362535334,-57.53066,-50.50526,-0.642872381955385,1,0.739878665196859,0.725,"ELC_1_0.725g","ELC_1_0.725g",17,1
"286","JR161",201,2006,"ELC","Oncaea spp",1,0.001,5.49387362535334,-55.2144,-41.56429,1.52443008497357,6,0.739878665196859,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"287","JR161",201,2006,"ELC","Metridia spp",2,0.001,5.49387362535334,-55.2144,-41.56429,1.52443008497357,6,0.739878665196859,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"288","JR161",214,2006,"ELC","Oncaea spp",1,0.001,5.49387362535334,-55.24562,-41.15184,1.6879360511899,6,0.739878665196859,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"289","JR161",214,2006,"ELC","Paraeuchaeta spp",8,0.00126,6.88732432596426,-55.24562,-41.15184,1.6879360511899,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"290","JR161",214,2006,"ELC","Metridia spp",4,0.00126,6.88732432596426,-55.24562,-41.15184,1.6879360511899,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"294","JR161",214,2006,"PRM","Pleuromamma robusta",24,0.00025,1.35408252786778,-55.24562,-41.15184,1.6879360511899,6,0.131645134293982,0.125,"PRM_6_0.125g","PRM_6_0.125g",6,148
"295","JR161",214,2006,"ELC","Rhincalanus gigas",11,0.00124,6.64065467688996,-55.24562,-41.15184,1.6879360511899,6,0.822210896919996,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"296","JR161",214,2006,"ELC","Rhincalanus gigas",9,0.00133,7.13992091443283,-55.24562,-41.15184,1.6879360511899,6,0.853693401325805,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"297","JR161",214,2006,"ELC","Pleuromamma robusta",1,0.00129,6.88732432596426,-55.24562,-41.15184,1.6879360511899,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"298","JR161",275,2006,"GYF","Metridia spp",27,0.000963,5.10764507930003,-50.10324,-38.12951,3.62510454207659,8,0.70822071132888,0.725,"GYF_8_0.725g","GYF_8_0.725g",10,59
"299","JR161",214,2006,"ELC","Ostracoda indet",1,0.001,5.28136225847233,-55.24562,-41.15184,1.6879360511899,6,0.722745957577448,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"300","JR161",214,2006,"ELC","Metridia spp",1,0.001,5.28136225847233,-55.24562,-41.15184,1.6879360511899,6,0.722745957577448,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"301","JR161",253,2006,"GYR","Calanus simillimus",2,0.0015,7.87173153654415,-53.03058,-40.51789,1.38421584516764,7,0.89607027417003,0.875,"GYR_7_0.875g","GYR_7_0.875g",6,100
"302","JR161",159,2006,"GYN","Rhincalanus gigas",2,0.003,15.6730458722732,-57.27877,-42.7514,-0.866804996877909,5,1.19515340469939,1.175,"GYN_5_1.175g","GYN_5_1.175g",6,66
"303","JR161",214,2006,"ELC","Calanus simillimus",2,0.0011,5.71191053653692,-55.24562,-41.15184,1.6879360511899,6,0.756781396633555,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"307","JR161",275,2006,"GYF","Ostracoda indet",1,0.001,5.10764507930003,-50.10324,-38.12951,3.62510454207659,8,0.70822071132888,0.725,"GYF_8_0.725g","GYF_8_0.725g",10,59
"308","JR161",275,2006,"GYF","Clausocalanus spp",1,0.001,5.10764507930003,-50.10324,-38.12951,3.62510454207659,8,0.70822071132888,0.725,"GYF_8_0.725g","GYF_8_0.725g",10,59
"309","JR161",43,2006,"ELC","Metridia spp",1,0.001,5.07430922500654,-57.53066,-50.50526,-0.642872381955385,1,0.705376929307077,0.725,"ELC_1_0.725g","ELC_1_0.725g",17,1
"310","JR161",56,2006,"ELC","Oncaea spp",6,0.001,5.07430922500654,-57.76618,-50.54229,-0.839826634526253,1,0.705376929307077,0.725,"ELC_1_0.725g","ELC_1_0.725g",17,1
"311","JR161",201,2006,"ELC","Oncaea spp",1,0.001,5.07430922500654,-55.2144,-41.56429,1.52443008497357,6,0.705376929307077,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"312","JR161",201,2006,"ELC","Metridia spp",1,0.001,5.07430922500654,-55.2144,-41.56429,1.52443008497357,6,0.705376929307077,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"313","JR161",201,2006,"ELC","Pleuromamma robusta",1,0.001,5.07430922500654,-55.2144,-41.56429,1.52443008497357,6,0.705376929307077,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"314","JR161",201,2006,"ELC","Oncaea spp",1,0.001,5.07430922500654,-55.2144,-41.56429,1.52443008497357,6,0.705376929307077,0.725,"ELC_6_0.725g","ELC_6_0.725g",75,12
"315","JR161",214,2006,"ELC","Rhincalanus gigas",7,0.00122,6.1648293805574,-55.24562,-41.15184,1.6879360511899,6,0.789921061449543,0.775,"ELC_6_0.775g","ELC_6_0.775g",115,13
"316","JR161",159,2006,"GYN","Rhincalanus gigas",2,0.005,24.8689865219451,-57.27877,-42.7514,-0.866804996877909,5,1.39565808696293,1.375,"GYN_5_1.375g","GYN_5_1.375g",7,67
"317","JR161",159,2006,"GYN","Rhincalanus gigas",1,0.005,24.8689865219451,-57.27877,-42.7514,-0.866804996877909,5,1.39565808696293,1.375,"GYN_5_1.375g","GYN_5_1.375g",7,67
"318","JR161",201,2006,"ELC","Rhincalanus gigas",3,0.0016,7.93393789577639,-55.2144,-41.56429,1.52443008497357,6,0.899488796638865,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"319","JR161",214,2006,"ELC","Rhincalanus gigas",16,0.0015,7.39851104143699,-55.24562,-41.15184,1.6879360511899,6,0.869144326277936,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
"320","JR161",201,2006,"ELC","Oncaea spp",21,0.000952,4.6763088503302,-55.2144,-41.56429,1.52443008497357,6,0.669903186742288,0.675,"ELC_6_0.675g","ELC_6_0.675g",41,11
"321","JR161",214,2006,"ELC","Paraeuchaeta spp",5,0.00136,6.64065467688996,-55.24562,-41.15184,1.6879360511899,6,0.822210896919996,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"323","JR161",201,2006,"ELC","Metridia spp",9,0.001,4.87264722146372,-55.2144,-41.56429,1.52443008497357,6,0.687764969699028,0.675,"ELC_6_0.675g","ELC_6_0.675g",41,11
"324","JR161",201,2006,"ELC","Rhincalanus gigas",21,0.00143,6.88732432596426,-55.2144,-41.56429,1.52443008497357,6,0.838050534511407,0.825,"ELC_6_0.825g","ELC_6_0.825g",155,14
"325","JR161",275,2006,"PRM","Metridia spp",17,0.000588,2.82681075001867,-50.10324,-38.12951,3.62510454207659,8,0.451296734215104,0.475,"PRM_8_0.475g","PRM_8_0.475g",6,159
"326","JR161",214,2006,"GYN","Rhincalanus gigas",4,0.0075,35.7060752471845,-55.24562,-41.15184,1.6879360511899,6,1.55274211588404,1.575,"GYN_6_1.575g","GYN_6_1.575g",7,71
"327","JR161",201,2006,"ELC","Pleuromamma spp",2,0.0015,7.13992091443283,-55.2144,-41.56429,1.52443008497357,6,0.853693401325805,0.875,"ELC_6_0.875g","ELC_6_0.875g",116,15
